EVI_mean,MSAVI2_mean,MSI_mean,NDVI_mean,NDWI_I_mean,NDWI_II_mean,NMDI_mean,NMDI_temp_mean,Date,EVI_median,MSAVI2_median,MSI_median,NDVI_median,NDWI_I_median,NDWI_II_median,NMDI_median,NMDI_temp_median,EVI_mode,MSAVI2_mode,MSI_mode,NDVI_mode,NDWI_I_mode,NDWI_II_mode,NMDI_mode,NMDI_temp_mode,EVI_min,MSAVI2_min,MSI_min,NDVI_min,NDWI_I_min,NDWI_II_min,NMDI_min,NMDI_temp_min,EVI_max,MSAVI2_max,MSI_max,NDVI_max,NDWI_I_max,NDWI_II_max,NMDI_max,NMDI_temp_max,EVI_std,MSAVI2_std,MSI_std,NDVI_std,NDWI_I_std,NDWI_II_std,NMDI_std,NMDI_temp_std
2.02,0.77,0.58,0.65,0.51,-0.61,0.59,0.63,2018-06,2.06,0.82,0.52,0.70,0.54,-0.64,0.59,0.63,2.06,0.88,0.42,0.79,0.68,-0.68,0.59,0.63,-33550.00,-1.90,0.11,-0.49,-0.65,-1.00,-121.95,-69.00,27820.00,1.00,6.42,1.00,0.92,0.63,122.85,122.85,17.41,0.16,0.20,0.18,0.18,0.15,0.15,0.11
1.59,0.70,0.75,0.58,0.39,-0.58,0.50,0.59,2018-07,1.60,0.80,0.71,0.66,0.41,-0.62,0.53,0.58,1.60,0.89,0.45,0.80,0.66,-0.70,0.60,0.61,-8150.00,-6.89,0.19,-0.80,-0.53,-0.89,-5.11,-0.02,7235.00,0.97,2.93,0.94,0.83,0.85,2.99,6.01,5.44,0.23,0.29,0.25,0.24,0.18,0.15,0.08
1.34,0.63,0.87,0.51,0.30,-0.54,0.45,0.59,2018-08,1.35,0.70,0.90,0.54,0.27,-0.57,0.52,0.58,1.35,0.89,0.45,0.14,0.65,-0.72,0.61,0.61,-4155.00,-5.12,0.23,-0.74,-0.57,-0.90,-5.63,-0.12,3222.50,0.97,3.38,0.94,0.84,0.85,1.91,6.53,3.29,0.25,0.34,0.26,0.27,0.19,0.18,0.11
1.60,0.64,0.85,0.51,0.29,-0.51,0.44,0.64,2018-09,1.63,0.73,0.84,0.57,0.29,-0.56,0.61,0.62,1.63,0.87,0.46,0.75,0.61,-0.67,0.61,0.62,-11950.00,-1.27,0.21,-0.39,-0.50,-0.87,-9.06,-28.32,20550.00,0.96,2.63,0.92,0.86,0.53,29.22,9.96,10.74,0.23,0.32,0.24,0.26,0.18,0.22,0.12
1.51,0.68,0.80,0.55,0.33,-0.55,0.45,0.63,2018-10,1.53,0.78,0.87,0.62,0.34,-0.61,0.60,0.61,1.53,0.85,0.62,0.78,0.64,-0.71,0.60,0.61,-8040.00,-11.21,0.20,-0.94,-0.96,-0.91,-46.10,-9.00,7772.50,1.00,50.67,1.00,0.87,0.97,9.90,47.00,9.53,0.24,0.30,0.24,0.26,0.19,0.23,0.14
1.58,0.64,0.84,0.49,0.30,-0.50,0.50,0.60,2019-03,1.69,0.67,0.85,0.50,0.26,-0.52,0.57,0.59,1.69,0.61,1.01,0.44,0.15,-0.51,0.57,0.59,-14580.00,-3.52,0.03,-0.64,-0.55,-0.85,-12.50,-0.08,16740.00,1.00,3.89,1.00,0.96,0.68,5.62,13.40,24.45,0.18,0.28,0.17,0.21,0.14,0.17,0.09
1.71,0.72,0.75,0.60,0.37,-0.58,0.52,0.62,2019-04,1.74,0.77,0.73,0.64,0.37,-0.61,0.59,0.61,1.74,0.86,0.83,0.74,0.30,-0.61,0.65,0.64,-7825.00,-3.58,0.04,-0.64,-0.56,-0.88,-5.94,-0.30,8025.00,0.97,5.26,0.94,0.94,0.79,4.36,6.84,11.57,0.20,0.29,0.21,0.23,0.16,0.19,0.12
2.56,0.79,0.52,0.67,0.54,-0.60,0.62,0.68,2019-05,2.64,0.83,0.48,0.72,0.58,-0.64,0.68,0.68,2.64,0.86,0.45,0.76,0.61,-0.64,0.68,0.68,-22835.00,-3.91,0.16,-0.66,-0.51,-0.94,-15.38,-0.41,17520.00,0.99,5.20,0.98,0.86,0.76,5.99,16.28,26.45,0.17,0.20,0.18,0.18,0.15,0.17,0.07
2.14,0.82,0.52,0.72,0.55,-0.65,0.61,0.64,2019-06,2.16,0.88,0.48,0.78,0.61,-0.68,0.63,0.63,2.16,0.90,0.45,0.81,0.65,-0.71,0.63,0.63,-9175.00,-2.25,0.17,-0.53,-0.54,-0.91,-31.79,-12.13,7320.00,0.97,3.35,0.94,0.86,0.68,13.03,32.69,5.48,0.15,0.19,0.17,0.17,0.15,0.13,0.07
1.98,0.70,0.69,0.57,0.43,-0.56,0.51,0.59,2019-07,2.06,0.77,0.66,0.64,0.44,-0.59,0.58,0.60,2.06,0.88,0.45,0.80,0.65,-0.69,0.58,0.60,-22535.00,-1.90,0.24,-0.49,-0.51,-0.92,-13.09,-0.08,31985.00,0.98,3.45,0.95,0.83,0.65,6.45,13.99,30.09,0.22,0.24,0.23,0.20,0.17,0.14,0.07
2.56,0.66,0.73,0.52,0.39,-0.49,0.51,0.62,2019-08,3.50,0.73,0.65,0.57,0.43,-0.52,0.51,0.62,3.50,0.84,0.46,0.71,0.63,-0.58,0.51,0.62,-30100.00,-2.86,0.09,-0.60,-0.57,-1.00,-45.85,-120.77,27325.00,0.96,3.58,0.93,0.93,0.82,121.67,8.26,100.40,0.21,0.28,0.22,0.23,0.16,0.18,0.09
2.24,0.70,0.70,0.58,0.40,-0.55,0.50,0.63,2019-09,2.42,0.79,0.66,0.65,0.43,-0.60,0.59,0.61,2.42,0.88,0.45,0.79,0.66,-0.67,0.59,0.61,-21650.00,-1.94,0.15,-0.50,-0.52,-0.88,-6.34,-0.10,25455.00,0.96,3.26,0.92,0.85,0.72,2.01,7.24,42.28,0.21,0.25,0.22,0.23,0.17,0.20,0.09
1.67,0.69,0.70,0.56,0.39,-0.53,0.52,0.64,2019-10,1.72,0.76,0.67,0.61,0.42,-0.57,0.59,0.66,1.72,0.80,0.67,0.66,0.43,-0.61,0.59,0.59,-12465.00,-1.65,0.21,-0.45,-0.65,-0.86,-10.61,-0.16,12505.00,0.96,4.91,0.93,0.84,0.64,3.28,11.51,16.40,0.18,0.24,0.19,0.20,0.15,0.20,0.10
1.58,0.67,0.79,0.53,0.33,-0.55,0.53,0.61,2020-03,1.70,0.70,0.79,0.54,0.31,-0.57,0.61,0.63,1.70,0.67,0.84,0.49,0.21,-0.57,0.61,0.63,-15205.00,-3.14,0.06,-0.62,-0.67,-0.87,-68.65,-33.07,14245.00,0.96,4.05,0.92,0.89,0.79,33.97,69.55,26.90,0.17,0.28,0.18,0.21,0.14,0.18,0.11
1.55,0.71,0.75,0.58,0.37,-0.58,0.53,0.62,2020-04,1.58,0.77,0.73,0.61,0.36,-0.61,0.54,0.62,1.58,0.86,0.83,0.60,0.30,-0.61,0.54,0.62,-7230.00,-3.06,0.14,-0.61,-0.59,-0.88,-83.56,-222.08,7940.00,0.97,4.81,0.94,0.87,0.75,222.98,84.46,6.57,0.19,0.28,0.20,0.22,0.16,0.21,0.14
2.31,0.79,0.54,0.68,0.54,-0.62,0.60,0.66,2020-05,2.37,0.85,0.38,0.75,0.59,-0.66,0.67,0.65,2.37,0.90,0.38,0.79,0.61,-0.68,0.67,0.65,-14075.00,-11.24,0.12,-0.98,-0.97,-0.93,-13.81,-0.91,17045.00,1.00,97.00,1.00,0.88,0.99,3.25,14.71,25.28,0.19,0.23,0.20,0.20,0.16,0.17,0.08
2.43,0.82,0.51,0.72,0.57,-0.64,0.61,0.65,2020-06,2.47,0.88,0.45,0.78,0.63,-0.68,0.64,0.64,2.47,0.91,0.42,0.83,0.68,-0.68,0.64,0.64,-15435.00,-2.73,0.13,-0.58,-0.73,-0.95,-30.91,-30.91,10825.00,1.00,6.41,1.00,0.90,0.74,31.81,23.19,12.90,0.17,0.20,0.18,0.18,0.15,0.14,0.08
2.36,0.77,0.59,0.67,0.51,-0.61,0.56,0.61,2020-07,2.40,0.86,0.59,0.75,0.57,-0.66,0.60,0.60,2.40,0.92,0.59,0.82,0.66,-0.69,0.60,0.60,-16295.00,-4.62,0.11,-0.70,-0.99,-0.89,-7.03,-0.99,16055.00,0.97,411.00,0.95,0.86,0.77,7.80,7.93,16.30,0.20,0.27,0.22,0.19,0.16,0.13,0.07
1.87,0.73,0.72,0.63,0.43,-0.60,0.52,0.59,2020-08,1.88,0.86,0.62,0.75,0.50,-0.68,0.59,0.58,1.88,0.92,0.45,0.85,0.67,-0.72,0.59,0.61,-10612.50,-3.12,0.19,-0.61,-0.51,-0.89,-5.01,-0.12,6215.00,0.97,3.63,0.94,0.85,0.71,3.53,5.91,5.98,0.24,0.31,0.26,0.26,0.19,0.15,0.08
2.01,0.73,0.70,0.62,0.43,-0.58,0.50,0.62,2020-09,2.05,0.85,0.61,0.73,0.51,-0.65,0.60,0.63,2.05,0.90,0.43,0.82,0.67,-0.71,0.60,0.63,-18485.00,-12.86,0.15,-0.98,-0.96,-0.88,-7.71,-67.73,12770.00,0.97,52.50,0.95,0.84,0.99,68.63,8.61,16.22,0.23,0.30,0.24,0.26,0.18,0.20,0.11
1.72,0.70,0.65,0.57,0.43,-0.53,0.54,0.63,2020-10,1.82,0.77,0.59,0.63,0.46,-0.57,0.62,0.63,1.82,0.83,0.53,0.71,0.59,-0.63,0.62,0.63,-23110.00,-4.96,0.05,-0.71,-0.75,-1.00,-52.67,-3.76,13900.00,0.97,8.08,0.94,0.86,0.72,5.25,53.57,21.89,0.19,0.21,0.19,0.18,0.15,0.17,0.08
1.41,0.61,0.88,0.46,0.26,-0.49,0.48,0.60,2021-03,1.66,0.63,0.89,0.46,0.22,-0.51,0.49,0.60,1.66,0.62,1.02,0.43,0.13,-0.52,0.49,0.60,-14505.00,-2.71,0.03,-0.58,-0.58,-1.00,-234.30,-234.30,20125.00,0.96,4.25,0.93,0.96,0.76,72.63,72.63,35.66,0.17,0.28,0.17,0.20,0.14,0.21,0.15
2.24,0.66,0.73,0.52,0.37,-0.50,0.51,0.63,2021-04,2.90,0.70,0.63,0.53,0.36,-0.52,0.62,0.64,2.90,0.67,0.63,0.48,0.33,-0.54,0.62,0.64,-20950.00,-6.13,0.02,-0.77,-0.95,-0.99,-60.55,-60.55,25360.00,1.00,60.67,1.00,0.97,0.88,36.24,36.24,63.58,0.19,0.26,0.19,0.21,0.16,0.20,0.11
2.25,0.74,0.65,0.62,0.45,-0.57,0.55,0.63,2021-05,2.46,0.80,0.59,0.67,0.46,-0.61,0.57,0.59,2.46,0.83,0.59,0.71,0.50,-0.62,0.57,0.59,-19485.00,-3.31,0.07,-0.62,-0.79,-1.00,-12.41,-0.67,26565.00,1.00,13.00,1.00,0.92,0.77,3.84,13.31,40.42,0.20,0.26,0.21,0.22,0.17,0.18,0.10
2.36,0.83,0.51,0.74,0.57,-0.66,0.61,0.66,2021-06,2.38,0.90,0.40,0.82,0.64,-0.71,0.67,0.67,2.38,0.93,0.40,0.89,0.69,-0.70,0.67,0.67,-6960.00,-2.67,0.15,-0.58,-0.90,-0.92,-15.50,-0.86,8340.00,0.98,33.08,0.95,0.88,0.70,16.40,16.40,6.23,0.19,0.24,0.21,0.21,0.17,0.17,0.08
2.44,0.77,0.60,0.66,0.51,-0.62,0.56,0.61,2021-07,2.52,0.83,0.54,0.77,0.59,-0.67,0.60,0.60,2.52,0.92,0.54,0.88,0.69,-0.71,0.60,0.60,-27310.00,-16.67,0.12,-0.99,-0.98,-0.92,-5.41,-7.00,20155.00,1.00,146.00,1.00,0.91,0.99,7.90,6.31,29.56,0.22,0.29,0.24,0.21,0.18,0.13,0.07
2.39,0.75,0.64,0.65,0.49,-0.60,0.55,0.60,2021-08,2.46,0.86,0.52,0.78,0.59,-0.68,0.55,0.60,2.46,0.92,0.52,0.87,0.69,-0.71,0.55,0.60,-17175.00,-6.40,0.07,-0.81,-0.98,-1.00,-14.49,-200.41,23370.00,1.00,128.00,1.00,0.96,0.91,201.31,15.39,24.29,0.24,0.33,0.26,0.25,0.19,0.17,0.12
2.43,0.75,0.64,0.64,0.47,-0.59,0.54,0.63,2021-09,2.63,0.85,0.52,0.75,0.57,-0.65,0.54,0.63,2.63,0.91,0.43,0.82,0.69,-0.71,0.54,0.63,-21905.00,-2.55,0.15,-0.56,-0.58,-0.90,-317.27,-27.31,21420.00,0.98,4.07,0.95,0.92,0.72,28.21,318.17,44.61,0.21,0.29,0.24,0.25,0.18,0.22,0.16
1.90,0.70,0.68,0.57,0.40,-0.54,0.53,0.65,2021-10,2.22,0.77,0.62,0.62,0.45,-0.57,0.60,0.64,2.22,0.87,0.55,0.75,0.50,-0.67,0.60,0.64,-27990.00,-2.76,0.16,-0.58,-0.47,-0.97,-4.59,-0.22,21785.00,1.00,3.32,1.00,0.87,0.66,5.49,5.49,54.46,0.20,0.24,0.21,0.21,0.16,0.20,0.09
1.22,0.61,0.93,0.46,0.23,-0.51,0.46,0.61,2022-03,1.31,0.66,0.69,0.46,0.18,-0.53,0.61,0.64,1.31,0.66,0.69,0.45,0.11,-0.54,0.61,0.64,-14400.00,-8.41,0.00,-0.86,-1.00,-1.00,-50.10,-49.00,14017.50,1.00,131.00,1.00,0.96,0.93,49.90,51.00,19.99,0.21,0.32,0.19,0.23,0.16,0.21,0.15
1.54,0.69,0.77,0.56,0.35,-0.55,0.52,0.62,2022-04,1.59,0.73,0.77,0.57,0.33,-0.57,0.62,0.64,1.59,0.85,0.86,0.53,0.25,-0.57,0.62,0.64,-11280.00,-2.51,0.04,-0.56,-0.58,-1.00,-24.67,-43.95,10715.00,1.00,5.48,1.00,1.00,0.66,44.85,25.57,12.92,0.19,0.27,0.20,0.21,0.16,0.19,0.11
2.31,0.79,0.54,0.68,0.53,-0.62,0.60,0.67,2022-05,2.38,0.86,0.40,0.75,0.59,-0.66,0.64,0.64,2.38,0.89,0.40,0.79,0.62,-0.68,0.64,0.64,-20280.00,-4.12,0.12,-0.70,-0.94,-0.92,-32.10,-5.00,19792.50,0.98,48.25,0.97,0.89,0.79,5.90,33.00,19.74,0.20,0.23,0.21,0.20,0.17,0.18,0.08
2.24,0.80,0.52,0.69,0.55,-0.63,0.62,0.65,2022-06,2.27,0.85,0.48,0.75,0.60,-0.66,0.62,0.65,2.27,0.88,0.43,0.79,0.66,-0.69,0.62,0.65,-10495.00,-1.74,0.16,-0.47,-0.50,-0.91,-254.66,-0.08,17560.00,0.97,3.56,0.95,0.87,0.65,56.32,255.56,13.15,0.16,0.19,0.18,0.17,0.14,0.18,0.13
1.97,0.74,0.64,0.64,0.47,-0.61,0.53,0.60,2022-07,1.98,0.85,0.58,0.74,0.52,-0.67,0.58,0.58,1.98,0.91,0.58,0.89,0.68,-0.71,0.58,0.58,-7155.00,-12.08,0.00,-1.00,-1.00,-0.90,-8.10,-18.10,8665.00,0.97,181.00,0.95,0.85,1.00,19.00,9.00,6.16,0.24,0.27,0.25,0.21,0.18,0.14,0.07
1.84,0.70,0.74,0.59,0.40,-0.58,0.50,0.59,2022-08,1.86,0.82,0.72,0.69,0.44,-0.64,0.53,0.60,1.86,0.91,0.72,0.83,0.67,-0.71,0.60,0.60,-9870.00,-2.57,0.00,-0.58,-1.00,-0.90,-6.70,-1.00,16585.00,0.98,96.00,0.95,0.84,0.78,7.60,7.60,10.24,0.25,0.31,0.27,0.25,0.20,0.15,0.09
2.33,0.74,0.69,0.62,0.43,-0.58,0.52,0.62,2022-09,2.45,0.85,0.61,0.73,0.51,-0.64,0.52,0.62,2.45,0.90,0.61,0.81,0.66,-0.70,0.52,0.62,-16510.00,-9.82,0.13,-0.97,-0.96,-1.00,-82.10,-297.40,14975.00,1.00,54.00,1.00,0.89,0.99,298.30,83.00,29.91,0.23,0.29,0.24,0.25,0.19,0.22,0.16
1.70,0.72,0.70,0.59,0.40,-0.58,0.52,0.64,2022-10,1.73,0.80,0.68,0.67,0.46,-0.63,0.62,0.64,1.73,0.86,0.56,0.74,0.56,-0.68,0.62,0.64,-10580.00,-4.80,0.16,-0.80,-0.88,-0.92,-42.10,-28.00,14545.00,0.98,22.40,0.96,0.84,0.92,28.90,43.00,15.68,0.20,0.25,0.21,0.22,0.17,0.20,0.10
1.54,0.55,0.61,0.41,0.45,-0.43,0.42,0.68,2023-03,2.25,0.57,0.55,0.43,0.46,-0.46,0.44,0.68,2.25,0.69,0.55,0.46,0.62,-0.55,0.44,0.68,-24450.00,-23.51,0.00,-1.00,-1.00,-1.00,-589.53,-388.27,24170.00,1.00,218.00,1.00,1.00,1.00,389.17,590.43,61.89,0.30,0.39,0.21,0.20,0.20,0.43,0.37
2.22,0.71,0.68,0.58,0.42,-0.54,0.55,0.62,2023-04,2.91,0.81,0.66,0.60,0.43,-0.57,0.55,0.62,2.91,0.81,0.53,0.68,0.48,-0.57,0.55,0.62,-22170.00,-18.37,0.00,-1.00,-1.00,-1.00,-138.27,-138.27,20460.00,1.00,13.41,1.00,0.90,1.00,18.11,63.91,65.59,0.19,0.26,0.20,0.21,0.16,0.17,0.11
2.13,0.81,0.54,0.72,0.53,-0.65,0.59,0.66,2023-05,2.15,0.88,0.48,0.79,0.59,-0.69,0.64,0.64,2.15,0.90,0.48,0.81,0.61,-0.70,0.61,0.61,-5155.00,-1.75,0.17,-0.47,-0.48,-0.90,-3.15,-0.43,5497.50,0.98,4.34,0.96,0.87,0.59,2.30,4.05,5.21,0.18,0.24,0.20,0.21,0.16,0.18,0.09
2.59,0.81,0.50,0.71,0.58,-0.64,0.62,0.67,2023-06,2.67,0.86,0.39,0.77,0.64,-0.68,0.66,0.67,2.67,0.89,0.39,0.81,0.70,-0.68,0.66,0.67,-20250.00,-4.32,0.00,-0.69,-1.00,-0.93,-16.80,-71.09,25150.00,0.97,32.00,0.95,0.89,0.78,71.99,17.70,24.57,0.19,0.21,0.19,0.19,0.16,0.15,0.08
2.18,0.75,0.60,0.64,0.50,-0.61,0.56,0.61,2023-07,2.24,0.82,0.56,0.70,0.54,-0.64,0.58,0.60,2.24,0.91,0.43,0.83,0.70,-0.69,0.66,0.65,-19650.00,-15.35,0.00,-0.97,-1.00,-0.90,-11.78,-1.00,20515.00,1.00,18.63,1.00,0.91,0.98,12.68,12.68,23.25,0.21,0.22,0.22,0.19,0.17,0.14,0.08
2.35,0.73,0.69,0.62,0.45,-0.58,0.53,0.60,2023-08,2.46,0.86,0.56,0.74,0.53,-0.64,0.60,0.60,2.46,0.92,0.44,0.83,0.68,-0.70,0.60,0.60,-19970.00,-3.89,0.00,-0.67,-1.00,-0.88,-6.10,-1.00,23955.00,0.97,16.57,0.94,0.88,0.82,3.60,7.00,32.63,0.24,0.32,0.25,0.25,0.19,0.15,0.09
1.87,0.75,0.69,0.65,0.44,-0.61,0.51,0.62,2023-09,1.89,0.86,0.58,0.78,0.54,-0.69,0.52,0.62,1.89,0.92,0.42,0.86,0.69,-0.75,0.52,0.62,-5807.50,-3.63,0.12,-0.65,-0.56,-1.00,-312.10,-315.00,7425.00,0.97,6.00,0.94,0.85,0.69,315.90,313.00,6.12,0.23,0.31,0.25,0.26,0.20,0.27,0.22
2.00,0.76,0.65,0.65,0.45,-0.61,0.55,0.62,2023-10,2.12,0.83,0.68,0.72,0.50,-0.66,0.55,0.62,2.12,0.89,0.68,0.80,0.64,-0.71,0.55,0.62,-15830.00,-4.33,0.13,-0.68,-0.97,-0.94,-46.90,-410.90,22615.00,1.00,73.67,0.99,0.87,0.59,411.80,27.74,26.17,0.18,0.25,0.20,0.21,0.16,0.24,0.19
