JELENIA GÓRA,2017,2,15,-0.2,0.0,2017-2-15
JELENIA GÓRA,2017,2,16,0.8,0.9,2017-2-16
JELENIA GÓRA,2017,2,17,3.0,4.2,2017-2-17
JELENIA GÓRA,2017,2,18,2.3,2.7,2017-2-18
JELENIA GÓRA,2017,2,19,2.2,0.0,2017-2-19
JELENIA GÓRA,2017,2,20,4.2,1.1,2017-2-20
JELENIA GÓRA,2017,2,21,6.6,1.9,2017-2-21
JELENIA GÓRA,2017,2,22,6.4,8.5,2017-2-22
JELENIA GÓRA,2017,2,23,7.0,0.3,2017-2-23
JELENIA GÓRA,2017,2,24,2.6,7.2,2017-2-24
JELENIA GÓRA,2017,2,25,0.3,0.0,2017-2-25
JELENIA GÓRA,2017,2,26,6.3,0.0,2017-2-26
JELENIA GÓRA,2017,2,27,7.7,0.0,2017-2-27
JELENIA GÓRA,2017,2,28,7.6,0.0,2017-2-28
JELENIA GÓRA,2017,3,1,5.7,0.0,2017-3-1
JELENIA GÓRA,2017,3,2,5.2,1.2,2017-3-2
JELENIA GÓRA,2017,3,3,6.3,0.0,2017-3-3
JELENIA GÓRA,2017,3,4,9.2,0.0,2017-3-4
JELENIA GÓRA,2017,3,5,9.2,0.0,2017-3-5
JELENIA GÓRA,2017,3,6,3.1,0.0,2017-3-6
JELENIA GÓRA,2017,3,7,1.3,1.1,2017-3-7
JELENIA GÓRA,2017,3,8,2.7,0.5,2017-3-8
JELENIA GÓRA,2017,3,9,4.3,6.0,2017-3-9
JELENIA GÓRA,2017,3,10,4.0,5.0,2017-3-10
JELENIA GÓRA,2017,3,11,2.8,0.0,2017-3-11
JELENIA GÓRA,2017,3,12,0.4,0.0,2017-3-12
JELENIA GÓRA,2017,3,13,2.1,0.0,2017-3-13
JELENIA GÓRA,2017,3,14,4.3,0.3,2017-3-14
JELENIA GÓRA,2017,3,15,7.2,0.0,2017-3-15
JELENIA GÓRA,2017,3,16,3.4,0.0,2017-3-16
JELENIA GÓRA,2017,3,17,4.7,5.8,2017-3-17
JELENIA GÓRA,2017,3,18,4.8,1.7,2017-3-18
JELENIA GÓRA,2017,3,19,4.4,9.5,2017-3-19
JELENIA GÓRA,2017,3,20,9.9,0.0,2017-3-20
JELENIA GÓRA,2017,3,21,10.4,5.0,2017-3-21
JELENIA GÓRA,2017,3,22,4.8,0.2,2017-3-22
JELENIA GÓRA,2017,3,23,5.2,0.0,2017-3-23
JELENIA GÓRA,2017,3,24,5.2,0.0,2017-3-24
JELENIA GÓRA,2017,3,25,3.8,0.0,2017-3-25
JELENIA GÓRA,2017,3,26,3.1,0.0,2017-3-26
JELENIA GÓRA,2017,3,27,4.9,0.0,2017-3-27
JELENIA GÓRA,2017,3,28,8.7,0.0,2017-3-28
JELENIA GÓRA,2017,3,29,8.2,6.0,2017-3-29
JELENIA GÓRA,2017,3,30,10.1,0.6,2017-3-30
JELENIA GÓRA,2017,3,31,11.3,0.0,2017-3-31
JELENIA GÓRA,2017,4,1,13.6,0.0,2017-4-1
JELENIA GÓRA,2017,4,2,12.2,0.4,2017-4-2
JELENIA GÓRA,2017,4,3,8.5,15.8,2017-4-3
JELENIA GÓRA,2017,4,4,7.8,0.1,2017-4-4
JELENIA GÓRA,2017,4,5,7.6,0.5,2017-4-5
JELENIA GÓRA,2017,4,6,6.2,4.2,2017-4-6
JELENIA GÓRA,2017,4,7,5.7,7.7,2017-4-7
JELENIA GÓRA,2017,4,8,8.7,0.0,2017-4-8
JELENIA GÓRA,2017,4,9,9.9,0.0,2017-4-9
JELENIA GÓRA,2017,4,10,11.9,0.0,2017-4-10
JELENIA GÓRA,2017,4,11,6.4,0.1,2017-4-11
JELENIA GÓRA,2017,4,12,8.1,6.1,2017-4-12
JELENIA GÓRA,2017,4,13,7.3,0.7,2017-4-13
JELENIA GÓRA,2017,4,14,7.7,0.0,2017-4-14
JELENIA GÓRA,2017,4,15,8.7,2.8,2017-4-15
JELENIA GÓRA,2017,4,16,4.7,3.4,2017-4-16
JELENIA GÓRA,2017,4,17,2.9,3.0,2017-4-17
JELENIA GÓRA,2017,4,18,1.7,5.8,2017-4-18
JELENIA GÓRA,2017,4,19,1.5,0.0,2017-4-19
JELENIA GÓRA,2017,4,20,1.8,0.0,2017-4-20
JELENIA GÓRA,2017,4,21,5.4,2.0,2017-4-21
JELENIA GÓRA,2017,4,22,6.2,1.0,2017-4-22
JELENIA GÓRA,2017,4,23,4.0,1.9,2017-4-23
JELENIA GÓRA,2017,4,24,6.9,0.0,2017-4-24
JELENIA GÓRA,2017,4,25,8.1,2.3,2017-4-25
JELENIA GÓRA,2017,4,26,3.5,3.6,2017-4-26
JELENIA GÓRA,2017,4,27,4.5,4.5,2017-4-27
JELENIA GÓRA,2017,4,28,3.0,6.4,2017-4-28
JELENIA GÓRA,2017,4,29,5.0,1.3,2017-4-29
JELENIA GÓRA,2017,4,30,5.7,0.0,2017-4-30
JELENIA GÓRA,2017,5,1,9.3,0.0,2017-5-1
JELENIA GÓRA,2017,5,2,8.7,1.0,2017-5-2
JELENIA GÓRA,2017,5,3,7.5,0.7,2017-5-3
JELENIA GÓRA,2017,5,4,8.6,0.6,2017-5-4
JELENIA GÓRA,2017,5,5,10.8,0.1,2017-5-5
JELENIA GÓRA,2017,5,6,12.8,0.0,2017-5-6
JELENIA GÓRA,2017,5,7,9.4,0.1,2017-5-7
JELENIA GÓRA,2017,5,8,7.0,3.3,2017-5-8
JELENIA GÓRA,2017,5,9,2.9,0.3,2017-5-9
JELENIA GÓRA,2017,5,10,5.3,0.0,2017-5-10
JELENIA GÓRA,2017,5,11,10.8,0.0,2017-5-11
JELENIA GÓRA,2017,5,12,12.1,2.1,2017-5-12
JELENIA GÓRA,2017,5,13,12.8,17.9,2017-5-13
JELENIA GÓRA,2017,5,14,12.6,17.3,2017-5-14
JELENIA GÓRA,2017,5,15,14.3,0.0,2017-5-15
JELENIA GÓRA,2017,5,16,13.2,0.0,2017-5-16
JELENIA GÓRA,2017,5,17,15.5,0.0,2017-5-17
JELENIA GÓRA,2017,5,18,17.5,0.0,2017-5-18
JELENIA GÓRA,2017,5,19,19.9,0.0,2017-5-19
JELENIA GÓRA,2017,5,20,14.0,0.0,2017-5-20
JELENIA GÓRA,2017,5,21,15.0,0.0,2017-5-21
JELENIA GÓRA,2017,5,22,12.7,0.0,2017-5-22
JELENIA GÓRA,2017,5,23,14.8,2.0,2017-5-23
JELENIA GÓRA,2017,5,24,11.1,0.0,2017-5-24
JELENIA GÓRA,2017,5,25,12.7,0.0,2017-5-25
JELENIA GÓRA,2017,5,26,14.5,0.0,2017-5-26
JELENIA GÓRA,2017,5,27,15.1,0.0,2017-5-27
JELENIA GÓRA,2017,5,28,17.7,0.0,2017-5-28
JELENIA GÓRA,2017,5,29,20.7,7.7,2017-5-29
JELENIA GÓRA,2017,5,30,19.5,26.3,2017-5-30
JELENIA GÓRA,2017,5,31,17.0,0.0,2017-5-31
JELENIA GÓRA,2017,6,1,14.0,0.0,2017-6-1
JELENIA GÓRA,2017,6,2,15.5,0.0,2017-6-2
JELENIA GÓRA,2017,6,3,16.9,0.0,2017-6-3
JELENIA GÓRA,2017,6,4,17.4,4.1,2017-6-4
JELENIA GÓRA,2017,6,5,14.8,1.0,2017-6-5
JELENIA GÓRA,2017,6,6,16.9,14.7,2017-6-6
JELENIA GÓRA,2017,6,7,13.3,0.1,2017-6-7
JELENIA GÓRA,2017,6,8,14.2,0.0,2017-6-8
JELENIA GÓRA,2017,6,9,17.9,2.3,2017-6-9
JELENIA GÓRA,2017,6,10,15.8,0.2,2017-6-10
JELENIA GÓRA,2017,6,11,17.0,0.1,2017-6-11
JELENIA GÓRA,2017,6,12,19.1,0.4,2017-6-12
JELENIA GÓRA,2017,6,13,14.8,0.0,2017-6-13
JELENIA GÓRA,2017,6,14,14.8,0.0,2017-6-14
JELENIA GÓRA,2017,6,15,16.5,5.2,2017-6-15
JELENIA GÓRA,2017,6,16,15.4,9.1,2017-6-16
JELENIA GÓRA,2017,6,17,12.3,0.9,2017-6-17
JELENIA GÓRA,2017,6,18,16.8,0.0,2017-6-18
JELENIA GÓRA,2017,6,19,19.2,0.0,2017-6-19
JELENIA GÓRA,2017,6,20,22.2,0.0,2017-6-20
JELENIA GÓRA,2017,6,21,18.9,0.0,2017-6-21
JELENIA GÓRA,2017,6,22,18.6,9.3,2017-6-22
JELENIA GÓRA,2017,6,23,18.8,0.1,2017-6-23
JELENIA GÓRA,2017,6,24,20.5,0.0,2017-6-24
JELENIA GÓRA,2017,6,25,19.0,0.0,2017-6-25
JELENIA GÓRA,2017,6,26,17.4,0.0,2017-6-26
JELENIA GÓRA,2017,6,27,17.5,10.0,2017-6-27
JELENIA GÓRA,2017,6,28,20.5,12.0,2017-6-28
JELENIA GÓRA,2017,6,29,17.5,8.2,2017-6-29
JELENIA GÓRA,2017,6,30,17.5,0.0,2017-6-30
JELENIA GÓRA,2017,7,1,15.1,4.6,2017-7-1
JELENIA GÓRA,2017,7,2,16.1,0.2,2017-7-2
JELENIA GÓRA,2017,7,3,15.7,0.3,2017-7-3
JELENIA GÓRA,2017,7,4,16.0,0.1,2017-7-4
JELENIA GÓRA,2017,7,5,14.4,1.5,2017-7-5
JELENIA GÓRA,2017,7,6,16.5,0.4,2017-7-6
JELENIA GÓRA,2017,7,7,18.7,8.5,2017-7-7
JELENIA GÓRA,2017,7,8,18.6,7.2,2017-7-8
JELENIA GÓRA,2017,7,9,19.6,0.0,2017-7-9
JELENIA GÓRA,2017,7,10,20.7,11.0,2017-7-10
JELENIA GÓRA,2017,7,11,17.3,12.3,2017-7-11
JELENIA GÓRA,2017,7,12,17.2,9.5,2017-7-12
JELENIA GÓRA,2017,7,13,13.1,0.0,2017-7-13
JELENIA GÓRA,2017,7,14,12.0,0.0,2017-7-14
JELENIA GÓRA,2017,7,15,12.6,1.2,2017-7-15
JELENIA GÓRA,2017,7,16,14.6,1.0,2017-7-16
JELENIA GÓRA,2017,7,17,17.6,1.2,2017-7-17
JELENIA GÓRA,2017,7,18,18.8,0.0,2017-7-18
JELENIA GÓRA,2017,7,19,21.5,0.0,2017-7-19
JELENIA GÓRA,2017,7,20,21.6,1.4,2017-7-20
JELENIA GÓRA,2017,7,21,20.8,0.0,2017-7-21
JELENIA GÓRA,2017,7,22,20.3,1.4,2017-7-22
JELENIA GÓRA,2017,7,23,17.9,6.3,2017-7-23
JELENIA GÓRA,2017,7,24,16.4,11.0,2017-7-24
JELENIA GÓRA,2017,7,25,15.6,0.0,2017-7-25
JELENIA GÓRA,2017,7,26,16.0,16.7,2017-7-26
JELENIA GÓRA,2017,7,27,16.6,3.9,2017-7-27
JELENIA GÓRA,2017,7,28,17.1,2.2,2017-7-28
JELENIA GÓRA,2017,7,29,17.3,0.0,2017-7-29
JELENIA GÓRA,2017,7,30,22.1,1.6,2017-7-30
JELENIA GÓRA,2017,7,31,22.9,0.0,2017-7-31
JELENIA GÓRA,2017,8,1,26.4,10.0,2017-8-1
JELENIA GÓRA,2017,8,2,22.5,0.0,2017-8-2
JELENIA GÓRA,2017,8,3,21.8,0.3,2017-8-3
JELENIA GÓRA,2017,8,4,21.3,0.0,2017-8-4
JELENIA GÓRA,2017,8,5,20.4,5.7,2017-8-5
JELENIA GÓRA,2017,8,6,16.9,0.0,2017-8-6
JELENIA GÓRA,2017,8,7,15.5,0.0,2017-8-7
JELENIA GÓRA,2017,8,8,17.9,0.0,2017-8-8
JELENIA GÓRA,2017,8,9,20.6,3.5,2017-8-9
JELENIA GÓRA,2017,8,10,19.9,0.6,2017-8-10
JELENIA GÓRA,2017,8,11,18.0,32.4,2017-8-11
JELENIA GÓRA,2017,8,12,13.2,0.3,2017-8-12
JELENIA GÓRA,2017,8,13,16.1,2.4,2017-8-13
JELENIA GÓRA,2017,8,14,16.3,0.0,2017-8-14
JELENIA GÓRA,2017,8,15,17.7,0.0,2017-8-15
JELENIA GÓRA,2017,8,16,17.7,10.9,2017-8-16
JELENIA GÓRA,2017,8,17,19.2,0.0,2017-8-17
JELENIA GÓRA,2017,8,18,22.3,12.6,2017-8-18
JELENIA GÓRA,2017,8,19,17.6,0.0,2017-8-19
JELENIA GÓRA,2017,8,20,14.7,0.0,2017-8-20
JELENIA GÓRA,2017,8,21,13.6,0.0,2017-8-21
JELENIA GÓRA,2017,8,22,13.6,0.0,2017-8-22
JELENIA GÓRA,2017,8,23,11.3,0.0,2017-8-23
JELENIA GÓRA,2017,8,24,15.5,0.0,2017-8-24
JELENIA GÓRA,2017,8,25,17.5,3.3,2017-8-25
JELENIA GÓRA,2017,8,26,18.1,0.0,2017-8-26
JELENIA GÓRA,2017,8,27,17.4,0.0,2017-8-27
JELENIA GÓRA,2017,8,28,13.8,0.0,2017-8-28
JELENIA GÓRA,2017,8,29,14.7,0.0,2017-8-29
JELENIA GÓRA,2017,8,30,17.3,0.0,2017-8-30
JELENIA GÓRA,2017,8,31,19.9,29.0,2017-8-31
JELENIA GÓRA,2017,9,1,12.8,29.5,2017-9-1
JELENIA GÓRA,2017,9,2,12.6,0.5,2017-9-2
JELENIA GÓRA,2017,9,3,11.3,2.6,2017-9-3
JELENIA GÓRA,2017,9,4,11.3,0.0,2017-9-4
JELENIA GÓRA,2017,9,5,12.8,0.0,2017-9-5
JELENIA GÓRA,2017,9,6,13.5,1.8,2017-9-6
JELENIA GÓRA,2017,9,7,12.1,4.2,2017-9-7
JELENIA GÓRA,2017,9,8,11.5,0.0,2017-9-8
JELENIA GÓRA,2017,9,9,15.1,0.3,2017-9-9
JELENIA GÓRA,2017,9,10,13.0,1.6,2017-9-10
JELENIA GÓRA,2017,9,11,12.3,2.6,2017-9-11
JELENIA GÓRA,2017,9,12,11.9,0.0,2017-9-12
JELENIA GÓRA,2017,9,13,12.5,0.6,2017-9-13
JELENIA GÓRA,2017,9,14,13.1,0.5,2017-9-14
JELENIA GÓRA,2017,9,15,11.4,1.0,2017-9-15
JELENIA GÓRA,2017,9,16,8.9,0.7,2017-9-16
JELENIA GÓRA,2017,9,17,9.0,0.1,2017-9-17
JELENIA GÓRA,2017,9,18,7.8,1.0,2017-9-18
JELENIA GÓRA,2017,9,19,7.1,0.0,2017-9-19
JELENIA GÓRA,2017,9,20,7.6,0.0,2017-9-20
JELENIA GÓRA,2017,9,21,9.5,0.0,2017-9-21
JELENIA GÓRA,2017,9,22,10.3,0.3,2017-9-22
JELENIA GÓRA,2017,9,23,8.0,19.7,2017-9-23
JELENIA GÓRA,2017,9,24,11.4,10.1,2017-9-24
JELENIA GÓRA,2017,9,25,12.5,0.4,2017-9-25
JELENIA GÓRA,2017,9,26,12.1,0.0,2017-9-26
JELENIA GÓRA,2017,9,27,13.3,0.0,2017-9-27
JELENIA GÓRA,2017,9,28,13.2,0.0,2017-9-28
JELENIA GÓRA,2017,9,29,10.8,0.0,2017-9-29
JELENIA GÓRA,2017,9,30,10.4,0.0,2017-9-30
JELENIA GÓRA,2017,10,1,9.4,0.0,2017-10-1
JELENIA GÓRA,2017,10,2,10.2,10.3,2017-10-2
JELENIA GÓRA,2017,10,3,10.5,5.0,2017-10-3
JELENIA GÓRA,2017,10,4,10.9,0.0,2017-10-4
JELENIA GÓRA,2017,10,5,10.7,4.4,2017-10-5
JELENIA GÓRA,2017,10,6,8.9,11.4,2017-10-6
JELENIA GÓRA,2017,10,7,9.4,1.1,2017-10-7
JELENIA GÓRA,2017,10,8,8.7,1.6,2017-10-8
JELENIA GÓRA,2017,10,9,5.9,0.5,2017-10-9
JELENIA GÓRA,2017,10,10,9.4,1.4,2017-10-10
JELENIA GÓRA,2017,10,11,12.5,0.0,2017-10-11
JELENIA GÓRA,2017,10,12,14.0,0.2,2017-10-12
JELENIA GÓRA,2017,10,13,12.0,0.0,2017-10-13
JELENIA GÓRA,2017,10,14,12.5,0.0,2017-10-14
JELENIA GÓRA,2017,10,15,13.5,0.0,2017-10-15
JELENIA GÓRA,2017,10,16,12.0,0.0,2017-10-16
JELENIA GÓRA,2017,10,17,12.0,0.0,2017-10-17
JELENIA GÓRA,2017,10,18,10.3,0.0,2017-10-18
JELENIA GÓRA,2017,10,19,10.3,0.0,2017-10-19
JELENIA GÓRA,2017,10,20,9.8,0.0,2017-10-20
JELENIA GÓRA,2017,10,21,10.2,18.8,2017-10-21
JELENIA GÓRA,2017,10,22,9.2,1.0,2017-10-22
JELENIA GÓRA,2017,10,23,7.8,5.8,2017-10-23
JELENIA GÓRA,2017,10,24,7.8,0.9,2017-10-24
JELENIA GÓRA,2017,10,25,11.8,0.4,2017-10-25
JELENIA GÓRA,2017,10,26,12.5,5.7,2017-10-26
JELENIA GÓRA,2017,10,27,8.9,12.0,2017-10-27
JELENIA GÓRA,2017,10,28,7.7,10.0,2017-10-28
JELENIA GÓRA,2017,10,29,6.3,5.4,2017-10-29
JELENIA GÓRA,2017,10,30,4.0,0.0,2017-10-30
JELENIA GÓRA,2017,10,31,4.2,0.6,2017-10-31
JELENIA GÓRA,2017,11,1,7.3,0.3,2017-11-1
JELENIA GÓRA,2017,11,2,8.6,1.2,2017-11-2
JELENIA GÓRA,2017,11,3,6.7,0.0,2017-11-3
JELENIA GÓRA,2017,11,4,3.3,0.0,2017-11-4
JELENIA GÓRA,2017,11,5,6.0,2.0,2017-11-5
JELENIA GÓRA,2017,11,6,6.1,4.8,2017-11-6
JELENIA GÓRA,2017,11,7,6.7,0.5,2017-11-7
JELENIA GÓRA,2017,11,8,3.5,0.0,2017-11-8
JELENIA GÓRA,2017,11,9,5.0,0.0,2017-11-9
JELENIA GÓRA,2017,11,10,6.7,0.0,2017-11-10
JELENIA GÓRA,2017,11,11,4.5,1.5,2017-11-11
JELENIA GÓRA,2017,11,12,3.2,5.7,2017-11-12
JELENIA GÓRA,2017,11,13,1.7,1.8,2017-11-13
JELENIA GÓRA,2017,11,14,2.8,0.0,2017-11-14
JELENIA GÓRA,2017,11,15,4.4,0.0,2017-11-15
JELENIA GÓRA,2017,11,16,4.8,0.0,2017-11-16
JELENIA GÓRA,2017,11,17,3.4,0.8,2017-11-17
JELENIA GÓRA,2017,11,18,0.7,0.1,2017-11-18
JELENIA GÓRA,2017,11,19,3.2,2.1,2017-11-19
JELENIA GÓRA,2017,11,20,2.1,5.4,2017-11-20
JELENIA GÓRA,2017,11,21,3.0,3.8,2017-11-21
JELENIA GÓRA,2017,11,22,5.8,0.0,2017-11-22
JELENIA GÓRA,2017,11,23,5.3,0.0,2017-11-23
JELENIA GÓRA,2017,11,24,9.5,0.0,2017-11-24
JELENIA GÓRA,2017,11,25,6.3,0.6,2017-11-25
JELENIA GÓRA,2017,11,26,1.9,0.0,2017-11-26
JELENIA GÓRA,2017,11,27,3.0,0.0,2017-11-27
JELENIA GÓRA,2017,11,28,3.8,0.6,2017-11-28
JELENIA GÓRA,2017,11,29,1.8,0.0,2017-11-29
JELENIA GÓRA,2017,11,30,-0.1,5.6,2017-11-30
JELENIA GÓRA,2017,12,1,-1.6,0.1,2017-12-1
JELENIA GÓRA,2017,12,2,-1.2,0.2,2017-12-2
JELENIA GÓRA,2017,12,3,-2.5,0.8,2017-12-3
JELENIA GÓRA,2017,12,4,0.1,1.7,2017-12-4
JELENIA GÓRA,2017,12,5,3.3,2.5,2017-12-5
JELENIA GÓRA,2017,12,6,4.8,0.0,2017-12-6
JELENIA GÓRA,2017,12,7,3.9,0.0,2017-12-7
JELENIA GÓRA,2017,12,8,4.0,0.4,2017-12-8
JELENIA GÓRA,2017,12,9,0.1,0.5,2017-12-9
JELENIA GÓRA,2017,12,10,-0.6,0.1,2017-12-10
JELENIA GÓRA,2017,12,11,6.9,0.0,2017-12-11
JELENIA GÓRA,2017,12,12,5.7,0.0,2017-12-12
JELENIA GÓRA,2017,12,13,1.6,0.2,2017-12-13
JELENIA GÓRA,2017,12,14,3.5,1.1,2017-12-14
JELENIA GÓRA,2017,12,15,1.3,0.5,2017-12-15
JELENIA GÓRA,2017,12,16,-0.2,1.6,2017-12-16
JELENIA GÓRA,2017,12,17,-0.3,3.0,2017-12-17
JELENIA GÓRA,2017,12,18,-6.5,0.0,2017-12-18
JELENIA GÓRA,2017,12,19,-7.5,2.7,2017-12-19
JELENIA GÓRA,2017,12,20,-0.9,0.0,2017-12-20
JELENIA GÓRA,2017,12,21,1.4,8.5,2017-12-21
JELENIA GÓRA,2017,12,22,3.8,0.7,2017-12-22
JELENIA GÓRA,2017,12,23,5.3,0.0,2017-12-23
JELENIA GÓRA,2017,12,24,8.6,0.0,2017-12-24
JELENIA GÓRA,2017,12,25,4.8,0.0,2017-12-25
JELENIA GÓRA,2017,12,26,3.5,0.0,2017-12-26
JELENIA GÓRA,2017,12,27,3.4,0.5,2017-12-27
JELENIA GÓRA,2017,12,28,3.3,8.6,2017-12-28
JELENIA GÓRA,2017,12,29,-0.1,0.0,2017-12-29
JELENIA GÓRA,2017,12,30,-0.9,0.0,2017-12-30
JELENIA GÓRA,2017,12,31,9.1,0.8,2017-12-31
JELENIA GÓRA,2018,1,2,3.2,0.1,2018-1-2
JELENIA GÓRA,2018,1,3,3.0,2.0,2018-1-3
JELENIA GÓRA,2018,1,4,5.1,0.0,2018-1-4
JELENIA GÓRA,2018,1,5,6.8,1.1,2018-1-5
JELENIA GÓRA,2018,1,6,5.5,0.0,2018-1-6
JELENIA GÓRA,2018,1,7,2.6,1.7,2018-1-7
JELENIA GÓRA,2018,1,8,-0.3,0.0,2018-1-8
JELENIA GÓRA,2018,1,9,6.2,0.0,2018-1-9
JELENIA GÓRA,2018,1,10,4.6,16.8,2018-1-10
JELENIA GÓRA,2018,1,11,1.9,0.0,2018-1-11
JELENIA GÓRA,2018,1,12,1.5,0.0,2018-1-12
JELENIA GÓRA,2018,1,13,-1.5,0.0,2018-1-13
JELENIA GÓRA,2018,1,14,-2.8,0.0,2018-1-14
JELENIA GÓRA,2018,1,15,-4.0,0.0,2018-1-15
JELENIA GÓRA,2018,1,16,0.9,0.2,2018-1-16
JELENIA GÓRA,2018,1,17,0.1,1.8,2018-1-17
JELENIA GÓRA,2018,1,18,2.2,0.3,2018-1-18
JELENIA GÓRA,2018,1,19,0.9,1.8,2018-1-19
JELENIA GÓRA,2018,1,20,-1.4,0.0,2018-1-20
JELENIA GÓRA,2018,1,21,-3.9,0.0,2018-1-21
JELENIA GÓRA,2018,1,22,-2.4,0.4,2018-1-22
JELENIA GÓRA,2018,1,23,0.0,0.6,2018-1-23
JELENIA GÓRA,2018,1,24,3.1,0.0,2018-1-24
JELENIA GÓRA,2018,1,25,7.3,0.0,2018-1-25
JELENIA GÓRA,2018,1,26,2.2,1.1,2018-1-26
JELENIA GÓRA,2018,1,27,2.5,2.6,2018-1-27
JELENIA GÓRA,2018,1,28,5.2,0.1,2018-1-28
JELENIA GÓRA,2018,1,29,9.1,6.5,2018-1-29
JELENIA GÓRA,2018,1,30,3.3,0.0,2018-1-30
JELENIA GÓRA,2018,1,31,3.5,0.0,2018-1-31
JELENIA GÓRA,2018,2,1,3.5,0.4,2018-2-1
JELENIA GÓRA,2018,2,2,0.7,0.1,2018-2-2
JELENIA GÓRA,2018,2,3,0.7,1.7,2018-2-3
JELENIA GÓRA,2018,2,4,-0.6,0.4,2018-2-4
JELENIA GÓRA,2018,2,5,-3.1,0.0,2018-2-5
JELENIA GÓRA,2018,2,6,-7.2,0.0,2018-2-6
JELENIA GÓRA,2018,2,7,-4.6,0.0,2018-2-7
JELENIA GÓRA,2018,2,8,-1.6,0.0,2018-2-8
JELENIA GÓRA,2018,2,9,-2.5,0.0,2018-2-9
JELENIA GÓRA,2018,2,10,-3.4,0.0,2018-2-10
JELENIA GÓRA,2018,2,11,0.4,0.0,2018-2-11
JELENIA GÓRA,2018,2,12,0.8,0.0,2018-2-12
JELENIA GÓRA,2018,2,13,-1.9,0.0,2018-2-13
JELENIA GÓRA,2018,2,14,-4.5,0.0,2018-2-14
JELENIA GÓRA,2018,2,15,-1.1,0.0,2018-2-15
JELENIA GÓRA,2018,2,16,2.7,0.0,2018-2-16
JELENIA GÓRA,2018,2,17,-1.6,0.2,2018-2-17
JELENIA GÓRA,2018,2,18,-0.3,0.0,2018-2-18
JELENIA GÓRA,2018,2,19,-3.2,0.0,2018-2-19
JELENIA GÓRA,2018,2,20,-3.4,0.0,2018-2-20
JELENIA GÓRA,2018,2,21,-5.1,0.0,2018-2-21
JELENIA GÓRA,2018,2,22,-4.9,0.0,2018-2-22
JELENIA GÓRA,2018,2,23,-6.0,0.0,2018-2-23
JELENIA GÓRA,2018,2,24,-8.5,0.2,2018-2-24
JELENIA GÓRA,2018,2,25,-10.7,0.0,2018-2-25
JELENIA GÓRA,2018,2,26,-10.7,0.0,2018-2-26
JELENIA GÓRA,2018,2,27,-11.5,0.0,2018-2-27
