EVI_mean,MSAVI2_mean,MSI_mean,NDVI_mean,NDWI_I_mean,NDWI_II_mean,NMDI_mean,NMDI_temp_mean,Date,EVI_median,MSAVI2_median,MSI_median,NDVI_median,NDWI_I_median,NDWI_II_median,NMDI_median,NMDI_temp_median,EVI_mode,MSAVI2_mode,MSI_mode,NDVI_mode,NDWI_I_mode,NDWI_II_mode,NMDI_mode,NMDI_temp_mode,EVI_min,MSAVI2_min,MSI_min,NDVI_min,NDWI_I_min,NDWI_II_min,NMDI_min,NMDI_temp_min,EVI_max,MSAVI2_max,MSI_max,NDVI_max,NDWI_I_max,NDWI_II_max,NMDI_max,NMDI_temp_max,EVI_std,MSAVI2_std,MSI_std,NDVI_std,NDWI_I_std,NDWI_II_std,NMDI_std,NMDI_temp_std
1.04,0.61,0.92,0.46,0.25,-0.52,0.47,0.57,2018-04-06,0.68,0.61,0.98,0.45,0.20,-0.53,0.47,0.53,0.68,0.64,1.11,0.46,0.13,-0.54,0.53,0.53,-100.00,-5.00,0.04,-0.96,-1.00,-1.00,-4.97,-4.95,100.00,1.00,6.00,1.00,0.95,0.99,4.82,5.00,1.45,0.19,0.28,0.19,0.20,0.16,0.15,0.10
1.20,0.61,0.92,0.46,0.25,-0.50,0.46,0.57,2018-04-09,1.39,0.64,0.95,0.46,0.21,-0.51,0.47,0.59,1.39,0.61,1.08,0.45,0.13,-0.53,0.59,0.59,-100.00,-4.67,0.03,-0.84,-1.00,-1.00,-4.79,-4.58,100.00,1.00,5.57,1.00,0.96,0.99,4.88,4.94,1.55,0.18,0.27,0.18,0.21,0.14,0.16,0.11
1.41,0.67,0.82,0.53,0.31,-0.54,0.50,0.61,2018-04-14,1.45,0.70,0.83,0.54,0.29,-0.57,0.53,0.59,1.45,0.70,0.92,0.50,0.22,-0.59,0.59,0.59,-100.00,-3.01,0.08,-0.76,-0.99,-1.00,-4.79,-4.52,100.00,1.00,5.75,1.00,0.99,0.72,4.99,4.98,2.02,0.19,0.28,0.19,0.21,0.15,0.19,0.11
1.60,0.72,0.76,0.60,0.37,-0.57,0.52,0.59,2018-04-19,1.54,0.80,0.73,0.64,0.38,-0.61,0.53,0.59,1.54,0.86,0.77,0.71,0.34,-0.61,0.59,0.59,-100.00,-5.00,0.17,-0.99,-1.00,-1.00,-4.85,-4.75,100.00,1.00,6.00,1.00,0.97,0.99,4.64,4.90,0.97,0.20,0.27,0.21,0.21,0.16,0.15,0.10
2.01,0.72,0.73,0.59,0.38,-0.55,0.53,0.62,2018-04-21,2.42,0.80,0.70,0.64,0.41,-0.59,0.59,0.59,2.42,0.83,0.67,0.71,0.43,-0.61,0.59,0.59,-100.00,-5.00,0.25,-0.81,-0.99,-1.00,-4.99,-4.78,100.00,1.00,6.00,1.00,0.88,0.90,4.81,4.81,1.44,0.18,0.24,0.19,0.20,0.14,0.18,0.10
2.00,0.76,0.58,0.64,0.49,-0.58,0.58,0.66,2018-04-29,2.40,0.83,0.51,0.70,0.55,-0.62,0.65,0.66,2.40,0.86,0.48,0.75,0.60,-0.65,0.65,0.66,-100.00,-3.75,0.16,-0.74,-1.00,-1.00,-4.98,-4.92,100.00,1.00,5.94,1.00,0.87,0.67,4.51,4.88,1.29,0.19,0.22,0.20,0.20,0.15,0.18,0.08
2.10,0.80,0.55,0.70,0.52,-0.63,0.60,0.68,2018-05-04,2.46,0.86,0.48,0.77,0.59,-0.68,0.66,0.66,2.46,0.92,0.42,0.87,0.65,-0.72,0.66,0.66,-100.00,-5.00,0.18,-0.99,-0.99,-1.00,-4.88,-4.68,100.00,1.00,5.97,1.00,0.85,0.99,4.83,4.95,1.34,0.20,0.25,0.22,0.22,0.17,0.19,0.08
1.93,0.80,0.56,0.71,0.52,-0.65,0.59,0.66,2018-05-06,2.37,0.89,0.48,0.80,0.61,-0.71,0.65,0.64,2.37,0.92,0.42,0.89,0.66,-0.74,0.65,0.64,-100.00,-5.00,0.19,-0.98,-0.99,-1.00,-4.65,-1.60,100.00,1.00,6.00,1.00,0.97,0.98,4.92,4.95,0.93,0.21,0.25,0.23,0.22,0.18,0.18,0.08
2.17,0.82,0.54,0.74,0.54,-0.68,0.60,0.68,2018-05-14,2.51,0.89,0.45,0.82,0.63,-0.73,0.65,0.65,2.51,0.95,0.39,0.90,0.70,-0.78,0.65,0.65,-100.00,-5.00,0.16,-0.98,-0.99,-1.00,-4.99,-4.84,100.00,1.00,5.93,1.00,0.88,0.98,4.90,4.97,1.29,0.20,0.26,0.22,0.23,0.17,0.19,0.09
2.03,0.82,0.53,0.73,0.55,-0.68,0.60,0.67,2018-05-21,2.36,0.90,0.45,0.82,0.63,-0.73,0.65,0.65,2.36,0.93,0.42,0.87,0.69,-0.75,0.65,0.65,-100.00,-2.90,0.14,-0.59,-0.99,-1.00,-4.91,-4.91,100.00,1.00,5.89,1.00,0.89,0.72,4.95,4.97,1.06,0.19,0.25,0.21,0.22,0.17,0.18,0.09
2.06,0.81,0.57,0.71,0.52,-0.66,0.58,0.64,2018-05-31,2.42,0.89,0.48,0.79,0.60,-0.71,0.60,0.65,2.42,0.92,0.42,0.83,0.68,-0.71,0.60,0.60,-100.00,-5.00,0.15,-0.99,-0.99,-1.00,-4.96,-3.39,100.00,1.00,6.00,1.00,0.99,0.99,4.36,5.00,1.12,0.19,0.25,0.20,0.21,0.17,0.16,0.09
1.82,0.75,0.69,0.64,0.43,-0.63,0.54,0.60,2018-07-03,1.52,0.83,0.64,0.72,0.46,-0.68,0.60,0.60,2.52,0.92,0.42,0.90,0.69,-0.74,0.60,0.60,-100.00,-4.65,0.13,-0.76,-0.98,-1.00,-4.98,-4.96,100.00,1.00,5.97,1.00,0.86,0.89,4.96,4.99,1.35,0.21,0.28,0.24,0.23,0.18,0.15,0.09
1.63,0.70,0.77,0.59,0.38,-0.58,0.49,0.59,2018-07-20,1.55,0.80,0.70,0.68,0.41,-0.64,0.53,0.60,2.39,0.90,0.45,0.82,0.66,-0.73,0.60,0.60,-100.00,-2.19,0.14,-0.53,-0.98,-1.00,-4.55,-4.55,100.00,1.00,5.52,1.00,0.87,0.69,4.77,4.94,1.30,0.23,0.32,0.25,0.26,0.18,0.16,0.09
1.44,0.66,0.86,0.54,0.33,-0.57,0.46,0.57,2018-08-07,1.50,0.73,0.89,0.57,0.29,-0.60,0.53,0.59,0.48,0.92,0.45,0.86,0.67,-0.76,0.59,0.59,-100.00,-3.80,0.22,-0.76,-1.00,-1.00,-4.98,-4.86,100.00,1.00,6.00,1.00,0.84,1.00,4.95,4.94,1.17,0.26,0.34,0.28,0.27,0.20,0.16,0.11
1.75,0.59,0.83,0.45,0.28,-0.48,0.46,0.64,2018-08-12,1.48,0.63,0.83,0.46,0.27,-0.48,0.53,0.66,0.53,0.80,0.52,0.16,0.01,-0.29,0.65,0.66,-100.00,-1.97,0.23,-0.50,-0.77,-1.00,-4.73,-4.28,100.00,1.00,5.90,1.00,0.80,0.70,4.65,4.98,3.02,0.21,0.28,0.21,0.22,0.15,0.21,0.10
1.22,0.62,0.90,0.51,0.29,-0.54,0.44,0.58,2018-08-17,1.51,0.67,0.92,0.52,0.25,-0.57,0.47,0.59,0.47,0.92,0.45,0.13,0.68,-0.27,0.59,0.59,-100.00,-5.00,0.17,-0.99,-0.99,-1.00,-4.99,-4.78,100.00,1.00,6.00,1.00,0.98,0.99,4.90,5.00,1.20,0.27,0.36,0.28,0.28,0.21,0.18,0.12
1.34,0.60,0.91,0.47,0.27,-0.50,0.43,0.60,2018-08-19,1.49,0.64,0.95,0.47,0.22,-0.52,0.47,0.59,0.48,0.89,0.48,0.13,-0.03,-0.27,0.59,0.59,-100.00,-5.00,0.18,-0.99,-0.99,-1.00,-4.99,-4.89,100.00,1.00,6.00,1.00,0.94,0.99,4.90,5.00,1.86,0.25,0.34,0.25,0.27,0.19,0.19,0.13
1.40,0.63,0.89,0.51,0.29,-0.53,0.44,0.60,2018-08-27,1.50,0.70,0.92,0.54,0.25,-0.57,0.53,0.60,0.47,0.89,0.42,0.14,-0.09,-0.28,0.60,0.60,-100.00,-5.00,0.15,-1.00,-0.99,-1.00,-4.85,-4.30,100.00,1.00,6.00,1.00,0.99,1.00,4.64,5.00,1.17,0.26,0.38,0.27,0.30,0.19,0.20,0.13
1.41,0.64,0.92,0.52,0.27,-0.54,0.42,0.62,2018-08-29,1.50,0.70,0.95,0.54,0.23,-0.57,0.47,0.59,0.47,0.92,0.45,0.14,0.67,-0.29,0.59,0.59,-100.00,-5.00,0.10,-0.99,-1.00,-1.00,-4.88,-5.00,100.00,1.00,6.00,1.00,0.88,1.00,4.90,5.00,1.76,0.27,0.38,0.27,0.30,0.20,0.22,0.15
1.24,0.64,0.88,0.53,0.29,-0.54,0.42,0.63,2018-09-06,1.54,0.73,0.86,0.59,0.29,-0.58,0.53,0.59,1.54,0.89,0.42,0.14,-0.12,-0.28,0.59,0.59,-100.00,-4.79,0.12,-0.80,-0.99,-1.00,-4.92,-4.82,100.00,1.00,5.37,1.00,0.98,0.89,4.87,4.83,1.39,0.26,0.37,0.27,0.30,0.20,0.22,0.14
1.97,0.61,0.83,0.47,0.27,-0.46,0.42,0.67,2018-09-11,1.53,0.65,0.83,0.49,0.25,-0.47,0.53,0.65,2.46,0.87,0.98,0.14,0.00,-0.23,0.65,0.65,-100.00,-1.47,0.21,-0.42,-0.78,-1.00,-3.82,-4.11,100.00,0.99,4.96,0.98,0.83,0.50,4.48,4.72,3.81,0.23,0.27,0.23,0.23,0.19,0.25,0.12
1.55,0.64,0.88,0.52,0.27,-0.53,0.42,0.64,2018-09-18,1.57,0.73,0.86,0.59,0.28,-0.57,0.53,0.60,1.57,0.86,0.48,0.78,-0.11,-0.70,0.60,0.60,-100.00,-4.47,0.21,-0.84,-1.00,-1.00,-4.77,-4.75,100.00,1.00,5.90,1.00,0.83,0.87,4.86,4.87,1.71,0.25,0.33,0.25,0.27,0.19,0.24,0.14
1.97,0.66,0.78,0.54,0.33,-0.52,0.47,0.64,2018-09-26,1.55,0.73,0.77,0.57,0.33,-0.54,0.53,0.66,2.48,0.92,0.45,0.16,0.00,-0.26,0.65,0.66,-100.00,-5.00,0.18,-0.96,-1.00,-1.00,-4.46,-4.46,100.00,1.00,6.00,1.00,0.88,0.98,4.42,5.00,2.31,0.23,0.29,0.25,0.25,0.19,0.21,0.10
2.02,0.52,0.76,0.37,0.27,-0.36,0.35,0.74,2018-10-06,1.51,0.54,0.71,0.37,0.31,-0.34,0.20,0.72,1.51,0.57,0.57,0.14,0.36,-0.25,0.11,0.72,-100.00,-1.14,0.28,-0.97,-0.53,-1.00,-2.77,-4.73,100.00,1.00,3.23,1.00,0.72,0.79,4.13,3.67,9.29,0.17,0.21,0.16,0.16,0.13,0.29,0.09
1.84,0.66,0.80,0.53,0.31,-0.52,0.45,0.67,2018-10-08,1.57,0.73,0.77,0.59,0.33,-0.57,0.53,0.66,2.42,0.89,0.48,0.14,-0.07,-0.68,0.65,0.66,-100.00,-3.43,0.19,-1.00,-1.00,-1.00,-4.94,-4.45,100.00,1.00,5.82,1.00,0.87,0.94,4.78,4.80,2.44,0.23,0.29,0.24,0.26,0.18,0.26,0.14
1.54,0.68,0.82,0.57,0.32,-0.57,0.44,0.65,2018-10-11,1.57,0.80,0.80,0.65,0.34,-0.63,0.53,0.59,1.57,0.89,0.42,0.82,0.66,-0.73,0.59,0.59,-100.00,-5.00,0.05,-0.99,-0.99,-1.00,-4.99,-5.00,100.00,1.00,6.00,1.00,1.00,0.99,4.96,5.00,1.55,0.27,0.34,0.26,0.29,0.20,0.26,0.17
1.34,0.68,0.81,0.57,0.33,-0.57,0.44,0.62,2018-10-13,1.55,0.80,0.80,0.64,0.36,-0.63,0.53,0.59,1.55,0.89,0.45,0.81,0.66,-0.73,0.59,0.59,-100.00,-5.00,0.02,-0.99,-1.00,-1.00,-4.99,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,4.99,5.00,0.94,0.28,0.33,0.26,0.27,0.20,0.24,0.17
1.39,0.67,0.82,0.54,0.33,-0.54,0.45,0.61,2018-10-16,1.53,0.77,0.83,0.61,0.33,-0.60,0.53,0.59,1.53,0.86,0.45,0.75,0.64,-0.69,0.59,0.59,-100.00,-5.00,0.18,-0.99,-1.00,-1.00,-5.00,-4.00,100.00,1.00,6.00,1.00,1.00,0.99,4.90,5.00,1.28,0.23,0.30,0.23,0.26,0.18,0.22,0.14
2.10,0.65,0.82,0.52,0.32,-0.51,0.44,0.62,2018-10-18,1.55,0.73,0.80,0.57,0.34,-0.56,0.53,0.59,1.55,0.83,0.45,0.70,0.63,-0.62,0.59,0.59,-100.00,-5.00,0.15,-0.99,-1.00,-1.00,-4.99,-5.00,100.00,1.00,5.89,1.00,1.00,0.99,4.75,4.90,4.72,0.22,0.30,0.22,0.26,0.17,0.23,0.15
1.34,0.74,0.80,0.63,0.34,-0.63,0.51,0.60,2018-10-31,1.46,0.80,0.80,0.68,0.33,-0.66,0.53,0.59,1.46,0.86,0.89,1.00,0.27,-0.67,0.59,0.59,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-5.00,-5.00,99.50,1.00,6.00,1.00,1.00,1.00,5.00,5.00,0.88,0.25,0.34,0.24,0.26,0.20,0.21,0.16
1.63,0.60,0.84,0.45,0.28,-0.47,0.46,0.62,2019-03-17,1.45,0.61,0.86,0.44,0.25,-0.47,0.53,0.59,1.45,0.61,1.02,0.39,0.14,-0.50,0.59,0.59,-100.00,-4.51,0.02,-0.98,-0.99,-1.00,-4.96,-5.00,100.00,1.00,5.95,1.00,0.96,0.81,4.08,5.00,4.83,0.18,0.26,0.18,0.20,0.15,0.20,0.10
1.45,0.64,0.87,0.49,0.30,-0.50,0.49,0.57,2019-03-22,1.46,0.67,0.89,0.50,0.25,-0.52,0.53,0.59,1.46,0.61,1.14,0.44,0.13,-0.50,0.59,0.59,-100.00,-4.02,0.02,-1.00,-1.00,-1.00,-4.89,-4.76,100.00,1.00,5.76,1.00,0.97,0.99,4.93,4.98,1.86,0.20,0.31,0.19,0.22,0.16,0.16,0.10
1.68,0.66,0.80,0.51,0.31,-0.51,0.53,0.62,2019-03-30,1.49,0.67,0.83,0.51,0.29,-0.52,0.60,0.60,1.49,0.77,0.95,0.44,0.18,-0.51,0.60,0.60,-100.00,-3.03,0.03,-0.60,-0.88,-1.00,-4.72,-4.47,100.00,1.00,5.55,1.00,0.94,0.52,4.83,4.96,1.88,0.16,0.26,0.17,0.20,0.13,0.18,0.09
1.45,0.70,0.81,0.57,0.33,-0.57,0.51,0.59,2019-04-01,1.47,0.73,0.83,0.58,0.31,-0.59,0.53,0.60,1.47,0.89,0.95,0.50,0.18,-0.58,0.60,0.60,-100.00,-4.33,0.02,-0.73,-1.00,-1.00,-4.98,-4.80,100.00,1.00,5.88,1.00,0.97,0.80,4.87,4.87,1.45,0.20,0.31,0.20,0.23,0.16,0.17,0.11
1.43,0.70,0.81,0.57,0.33,-0.57,0.50,0.60,2019-04-04,1.48,0.73,0.83,0.59,0.31,-0.60,0.53,0.60,1.48,0.86,0.92,0.50,0.21,-0.59,0.60,0.60,-100.00,-4.11,0.02,-1.00,-0.99,-1.00,-4.69,-4.89,100.00,1.00,5.87,1.00,0.98,1.00,4.72,4.99,1.42,0.21,0.31,0.21,0.24,0.17,0.18,0.12
1.86,0.73,0.76,0.60,0.36,-0.59,0.52,0.63,2019-04-16,1.55,0.80,0.73,0.64,0.36,-0.63,0.59,0.59,2.45,0.86,0.52,0.75,0.29,-0.68,0.65,0.66,-100.00,-3.75,0.04,-0.65,-1.00,-1.00,-4.87,-4.05,100.00,1.00,5.95,1.00,0.96,0.78,4.95,4.93,1.68,0.20,0.30,0.21,0.24,0.16,0.21,0.13
1.84,0.73,0.73,0.61,0.38,-0.58,0.52,0.63,2019-04-19,1.56,0.80,0.70,0.65,0.39,-0.62,0.59,0.59,2.43,0.86,0.77,0.74,0.32,-0.65,0.66,0.66,-100.00,-3.69,0.04,-0.99,-0.98,-1.00,-4.87,-4.49,100.00,1.00,5.93,1.00,0.98,1.00,4.91,5.00,1.53,0.21,0.30,0.21,0.24,0.17,0.21,0.13
1.68,0.74,0.71,0.62,0.40,-0.59,0.53,0.62,2019-04-21,1.57,0.80,0.70,0.68,0.42,-0.63,0.59,0.59,1.57,0.86,0.73,0.76,0.39,-0.65,0.53,0.53,-100.00,-5.00,0.06,-0.92,-0.99,-1.00,-4.83,-4.83,100.00,1.00,6.00,1.00,0.96,0.95,4.84,5.00,1.22,0.22,0.28,0.22,0.23,0.17,0.19,0.11
2.16,0.80,0.50,0.70,0.56,-0.63,0.63,0.68,2019-05-24,2.41,0.86,0.45,0.76,0.61,-0.67,0.66,0.66,2.41,0.89,0.45,0.82,0.63,-0.70,0.66,0.66,-100.00,-5.00,0.15,-0.99,-0.99,-1.00,-4.79,-4.66,100.00,1.00,5.79,1.00,0.98,0.99,4.77,4.89,1.41,0.19,0.22,0.20,0.19,0.16,0.16,0.07
2.16,0.84,0.51,0.76,0.58,-0.68,0.61,0.66,2019-06-03,2.46,0.92,0.45,0.84,0.65,-0.74,0.65,0.65,2.46,0.95,0.42,0.90,0.70,-0.75,0.60,0.60,-100.00,-3.81,0.11,-0.81,-0.99,-1.00,-4.99,-4.99,100.00,1.00,5.76,1.00,1.00,0.81,4.99,4.98,1.15,0.20,0.25,0.21,0.22,0.18,0.17,0.09
1.77,0.82,0.52,0.72,0.55,-0.67,0.62,0.65,2019-06-15,1.68,0.88,0.48,0.78,0.61,-0.70,0.65,0.64,1.68,0.90,0.45,0.82,0.64,-0.73,0.65,0.64,-100.00,-2.17,0.18,-0.52,-0.61,-1.00,-3.79,-2.37,100.00,1.00,4.43,1.00,0.84,0.55,4.69,4.69,1.10,0.15,0.18,0.17,0.17,0.14,0.13,0.07
2.15,0.81,0.58,0.71,0.52,-0.65,0.58,0.62,2019-06-25,2.55,0.86,0.51,0.78,0.59,-0.69,0.60,0.60,2.55,0.92,0.45,0.83,0.67,-0.72,0.60,0.60,-100.00,-5.00,0.00,-0.98,-1.00,-1.00,-5.00,-5.00,100.00,1.00,6.00,1.00,1.00,0.99,4.90,5.00,1.08,0.19,0.23,0.20,0.19,0.16,0.14,0.08
1.72,0.77,0.61,0.66,0.50,-0.63,0.56,0.60,2019-06-30,1.51,0.83,0.55,0.71,0.55,-0.67,0.60,0.60,2.35,0.92,0.45,0.83,0.66,-0.72,0.60,0.60,-100.00,-3.51,0.22,-0.64,-1.00,-1.00,-3.85,-3.83,99.77,1.00,5.97,1.00,0.85,0.77,4.73,4.75,0.89,0.18,0.22,0.20,0.18,0.15,0.12,0.07
1.65,0.70,0.73,0.60,0.42,-0.59,0.51,0.57,2019-07-23,1.55,0.83,0.67,0.70,0.45,-0.64,0.53,0.60,2.44,0.92,0.42,0.84,0.68,-0.71,0.60,0.60,-100.00,-4.48,0.14,-0.76,-0.93,-1.00,-4.88,-4.74,100.00,1.00,5.88,1.00,0.90,0.76,4.91,4.91,1.34,0.25,0.29,0.27,0.23,0.19,0.13,0.09
1.92,0.68,0.73,0.55,0.39,-0.54,0.51,0.59,2019-07-25,2.51,0.76,0.70,0.61,0.41,-0.57,0.60,0.61,2.51,0.87,0.49,0.22,0.60,-0.67,0.60,0.61,-100.00,-1.70,0.25,-0.46,-0.83,-1.00,-4.69,-3.03,100.00,1.00,2.85,1.00,0.81,0.63,4.80,4.94,1.82,0.21,0.24,0.22,0.20,0.16,0.15,0.08
1.82,0.72,0.76,0.61,0.40,-0.58,0.48,0.59,2019-09-01,2.44,0.83,0.67,0.71,0.46,-0.64,0.53,0.59,2.44,0.89,0.45,0.82,0.68,-0.71,0.59,0.59,-100.00,-4.91,0.16,-0.72,-0.99,-1.00,-4.64,-3.38,99.75,1.00,6.00,1.00,0.99,0.80,4.77,4.92,1.29,0.24,0.33,0.26,0.27,0.19,0.18,0.11
2.90,0.54,0.69,0.39,0.32,-0.36,0.44,0.72,2019-09-06,2.50,0.57,0.65,0.40,0.36,-0.36,0.61,0.72,2.50,0.61,0.55,0.43,0.42,-0.37,0.72,0.72,-100.00,-0.31,0.32,-0.13,-0.54,-0.86,-4.62,-4.62,100.00,0.94,2.71,0.89,0.71,0.19,4.64,4.64,11.75,0.13,0.16,0.12,0.13,0.10,0.28,0.06
1.55,0.73,0.73,0.62,0.40,-0.60,0.48,0.63,2019-09-21,1.61,0.83,0.67,0.73,0.46,-0.67,0.60,0.60,1.61,0.92,0.42,0.85,0.68,-0.75,0.60,0.60,-100.00,-3.78,0.15,-0.97,-0.99,-1.00,-4.90,-4.84,100.00,1.00,5.82,1.00,0.98,0.97,4.82,4.94,0.97,0.24,0.32,0.26,0.27,0.19,0.21,0.12
1.76,0.71,0.76,0.59,0.38,-0.56,0.48,0.61,2019-10-13,1.60,0.80,0.70,0.68,0.43,-0.62,0.53,0.59,1.60,0.89,0.48,0.79,0.64,-0.69,0.59,0.59,-100.00,-4.47,0.00,-0.99,-1.00,-1.00,-4.88,-4.88,100.00,1.00,5.89,1.00,0.97,1.00,4.91,5.00,2.30,0.22,0.31,0.23,0.26,0.17,0.20,0.12
1.54,0.70,0.68,0.56,0.40,-0.54,0.55,0.64,2019-10-31,1.53,0.73,0.67,0.59,0.42,-0.57,0.59,0.66,1.53,0.80,0.67,0.63,0.43,-0.61,0.66,0.66,-100.00,-3.74,0.08,-1.00,-1.00,-1.00,-4.77,-4.69,100.00,1.00,5.86,1.00,1.00,1.00,4.95,4.95,1.11,0.16,0.22,0.17,0.18,0.13,0.18,0.09
1.44,0.71,0.78,0.57,0.35,-0.60,0.54,0.60,2020-03-14,1.45,0.73,0.80,0.58,0.32,-0.62,0.59,0.59,1.45,0.70,0.83,0.54,0.21,-0.62,0.59,0.59,-100.00,-5.00,0.05,-1.00,-0.99,-1.00,-4.99,-4.79,100.00,1.00,6.00,1.00,1.00,0.99,4.91,5.00,2.05,0.18,0.29,0.19,0.22,0.16,0.16,0.11
1.45,0.63,0.80,0.47,0.30,-0.49,0.51,0.62,2020-03-16,1.44,0.65,0.83,0.47,0.28,-0.50,0.60,0.60,1.44,0.60,0.92,0.43,0.20,-0.50,0.65,0.65,-100.00,-2.22,0.08,-0.95,-0.82,-1.00,-4.89,-3.97,100.00,1.00,5.91,1.00,0.87,0.41,4.87,4.80,2.89,0.15,0.23,0.15,0.17,0.13,0.18,0.09
1.62,0.69,0.82,0.56,0.32,-0.57,0.51,0.60,2020-03-24,1.47,0.73,0.83,0.57,0.29,-0.60,0.53,0.59,1.47,0.86,0.95,0.50,0.17,-0.59,0.59,0.59,-100.00,-3.12,0.01,-0.61,-1.00,-1.00,-4.63,-4.94,100.00,1.00,5.85,1.00,1.00,0.78,4.78,4.97,2.10,0.18,0.31,0.19,0.23,0.15,0.18,0.12
