EVI_mean,MSAVI2_mean,MSI_mean,NDVI_mean,NDWI_I_mean,NDWI_II_mean,NMDI_mean,NMDI_temp_mean,Date,EVI_median,MSAVI2_median,MSI_median,NDVI_median,NDWI_I_median,NDWI_II_median,NMDI_median,NMDI_temp_median,EVI_mode,MSAVI2_mode,MSI_mode,NDVI_mode,NDWI_I_mode,NDWI_II_mode,NMDI_mode,NMDI_temp_mode,EVI_min,MSAVI2_min,MSI_min,NDVI_min,NDWI_I_min,NDWI_II_min,NMDI_min,NMDI_temp_min,EVI_max,MSAVI2_max,MSI_max,NDVI_max,NDWI_I_max,NDWI_II_max,NMDI_max,NMDI_temp_max,EVI_std,MSAVI2_std,MSI_std,NDVI_std,NDWI_I_std,NDWI_II_std,NMDI_std,NMDI_temp_std
1.11,0.61,0.92,0.46,0.25,-0.51,0.46,0.58,2018-04-05,0.69,0.61,0.98,0.46,0.20,-0.52,0.47,0.59,0.69,0.64,1.11,0.45,0.13,-0.53,0.59,0.59,-100.00,-3.96,0.04,-0.66,-0.65,-0.90,-4.97,-4.33,100.00,0.98,5.26,0.97,0.95,0.73,4.98,4.98,1.42,0.18,0.28,0.18,0.20,0.15,0.16,0.10
1.34,0.67,0.82,0.53,0.31,-0.55,0.50,0.61,2018-04-12,1.44,0.70,0.83,0.54,0.29,-0.57,0.53,0.59,1.44,0.70,0.92,0.50,0.22,-0.59,0.59,0.59,-100.00,-3.01,0.08,-0.76,-0.99,-1.00,-4.79,-5.00,100.00,1.00,5.75,1.00,0.99,0.72,4.99,4.98,1.67,0.19,0.28,0.19,0.21,0.15,0.19,0.11
1.72,0.73,0.73,0.60,0.38,-0.57,0.53,0.61,2018-04-19,1.58,0.80,0.70,0.64,0.40,-0.60,0.59,0.59,1.58,0.83,0.70,0.72,0.39,-0.61,0.59,0.59,-100.00,-4.98,0.23,-0.88,-0.81,-0.87,-4.28,-3.72,100.00,0.97,5.54,0.94,0.81,0.95,4.87,4.87,0.99,0.19,0.24,0.19,0.20,0.15,0.17,0.09
1.98,0.76,0.58,0.64,0.49,-0.58,0.58,0.66,2018-04-26,2.37,0.83,0.52,0.70,0.55,-0.62,0.65,0.66,2.37,0.86,0.48,0.77,0.60,-0.67,0.65,0.66,-100.00,-3.75,0.16,-0.74,-1.00,-1.00,-5.00,-5.00,100.00,1.00,5.94,1.00,0.87,0.68,4.51,4.62,1.49,0.19,0.22,0.20,0.20,0.16,0.18,0.08
2.00,0.80,0.55,0.70,0.52,-0.64,0.59,0.67,2018-05-03,2.41,0.89,0.48,0.78,0.60,-0.69,0.65,0.65,2.41,0.92,0.42,0.88,0.65,-0.73,0.65,0.65,-100.00,-3.50,0.19,-0.64,-0.98,-0.97,-4.05,-4.78,100.00,0.98,5.94,0.97,0.84,0.78,4.95,4.95,1.03,0.20,0.24,0.22,0.22,0.17,0.18,0.08
2.24,0.82,0.53,0.73,0.54,-0.67,0.60,0.67,2018-05-10,2.52,0.89,0.45,0.82,0.63,-0.72,0.65,0.65,2.52,0.92,0.39,0.89,0.70,-0.77,0.65,0.65,-100.00,-5.00,0.16,-0.98,-0.99,-1.00,-4.99,-4.77,100.00,1.00,5.95,1.00,0.88,0.98,4.90,4.97,1.87,0.20,0.26,0.22,0.23,0.17,0.19,0.09
2.17,0.82,0.52,0.73,0.55,-0.67,0.60,0.67,2018-05-17,2.38,0.89,0.45,0.80,0.63,-0.72,0.65,0.65,2.38,0.92,0.39,0.87,0.69,-0.75,0.65,0.65,-100.00,-3.27,0.14,-0.62,-0.99,-1.00,-4.91,-4.91,100.00,1.00,5.93,1.00,0.89,0.78,4.94,4.77,1.91,0.19,0.24,0.21,0.22,0.17,0.18,0.09
2.15,0.80,0.52,0.69,0.55,-0.63,0.61,0.67,2018-05-24,2.42,0.85,0.45,0.75,0.61,-0.68,0.65,0.67,2.42,0.91,0.41,0.83,0.68,-0.70,0.65,0.64,-100.00,-2.54,0.15,-0.56,-0.57,-1.00,-4.31,-0.23,100.00,1.00,3.06,1.00,0.88,0.66,4.23,4.67,1.39,0.17,0.21,0.19,0.19,0.16,0.16,0.07
1.99,0.81,0.57,0.71,0.52,-0.66,0.58,0.64,2018-05-31,2.37,0.89,0.48,0.79,0.60,-0.71,0.60,0.65,2.37,0.92,0.42,0.83,0.68,-0.71,0.60,0.60,-100.00,-5.00,0.15,-0.99,-0.99,-1.00,-4.96,-3.45,99.85,1.00,6.00,1.00,0.99,0.99,4.96,4.96,1.03,0.19,0.24,0.20,0.21,0.17,0.16,0.09
1.82,0.76,0.68,0.65,0.44,-0.63,0.54,0.60,2018-06-28,1.53,0.83,0.61,0.72,0.46,-0.67,0.60,0.60,2.49,0.92,0.42,0.89,0.68,-0.74,0.65,0.65,-100.00,-4.65,0.16,-0.76,-0.97,-1.00,-4.95,-4.88,100.00,1.00,5.76,1.00,0.85,0.89,4.73,4.99,1.20,0.21,0.26,0.23,0.22,0.17,0.15,0.08
1.62,0.68,0.78,0.56,0.37,-0.56,0.49,0.59,2018-07-19,1.54,0.77,0.73,0.64,0.39,-0.61,0.53,0.60,2.37,0.90,0.45,0.81,0.66,-0.71,0.60,0.60,-100.00,-2.49,0.17,-0.56,-0.64,-0.98,-4.84,-4.06,100.00,0.99,5.49,0.98,0.85,0.76,4.96,4.96,1.51,0.24,0.31,0.25,0.25,0.18,0.16,0.09
1.38,0.64,0.85,0.51,0.33,-0.53,0.47,0.57,2018-08-02,1.51,0.71,0.86,0.55,0.30,-0.57,0.53,0.59,0.48,0.88,0.45,0.79,0.65,-0.69,0.59,0.59,-100.00,-2.61,0.24,-0.57,-0.82,-1.00,-4.73,-4.86,100.00,0.98,5.64,0.96,0.83,0.71,4.68,4.68,1.13,0.25,0.32,0.25,0.26,0.18,0.16,0.10
1.65,0.60,0.84,0.46,0.29,-0.49,0.47,0.62,2018-08-09,1.49,0.65,0.83,0.48,0.28,-0.50,0.53,0.64,0.51,0.82,0.48,0.14,0.55,-0.29,0.65,0.64,-100.00,-1.97,0.22,-0.50,-0.54,-1.00,-4.21,-0.66,100.00,0.97,5.84,0.94,0.80,0.70,4.59,4.98,2.72,0.22,0.30,0.22,0.23,0.16,0.20,0.10
1.29,0.61,0.90,0.49,0.28,-0.52,0.44,0.59,2018-08-16,1.49,0.67,0.92,0.50,0.24,-0.54,0.47,0.59,0.48,0.89,0.45,0.13,0.66,-0.27,0.59,0.59,-100.00,-5.00,0.17,-0.98,-0.99,-0.92,-4.73,-5.00,100.00,0.98,6.00,0.96,0.94,0.99,4.90,4.95,1.47,0.26,0.35,0.26,0.27,0.19,0.18,0.12
1.37,0.64,0.90,0.52,0.29,-0.54,0.43,0.61,2018-08-23,1.49,0.70,0.92,0.55,0.25,-0.57,0.53,0.60,0.48,0.89,0.42,0.14,0.68,-0.29,0.60,0.60,-100.00,-5.00,0.14,-0.99,-0.98,-0.96,-4.59,-4.35,100.00,0.98,5.89,0.97,0.86,0.99,5.00,5.00,1.20,0.26,0.38,0.27,0.30,0.19,0.20,0.13
1.56,0.65,0.85,0.52,0.29,-0.52,0.44,0.64,2018-09-06,1.55,0.73,0.83,0.58,0.29,-0.56,0.53,0.65,1.55,0.88,0.45,0.14,0.65,-0.68,0.60,0.60,-100.00,-1.96,0.18,-0.50,-0.59,-1.00,-4.89,-4.85,100.00,0.97,4.96,0.95,0.97,0.67,4.32,4.78,1.71,0.24,0.32,0.25,0.27,0.18,0.23,0.13
1.56,0.63,0.87,0.50,0.27,-0.50,0.43,0.64,2018-09-13,1.56,0.73,0.86,0.56,0.28,-0.54,0.53,0.65,0.48,0.83,0.48,0.13,-0.09,-0.61,0.60,0.60,-100.00,-3.31,0.21,-0.62,-1.00,-1.00,-4.70,-4.69,100.00,1.00,5.96,1.00,0.82,0.59,4.86,4.86,1.48,0.23,0.31,0.23,0.25,0.18,0.23,0.13
2.23,0.61,0.79,0.47,0.30,-0.46,0.47,0.66,2018-09-20,2.48,0.67,0.77,0.51,0.31,-0.47,0.60,0.66,2.48,0.73,0.48,0.16,0.00,-0.52,0.66,0.66,-100.00,-4.95,0.10,-0.93,-0.99,-1.00,-4.96,-4.46,100.00,1.00,5.99,1.00,0.88,0.97,4.13,4.96,4.55,0.21,0.26,0.21,0.22,0.16,0.23,0.10
2.16,0.59,0.78,0.44,0.29,-0.43,0.46,0.70,2018-10-04,1.57,0.64,0.73,0.48,0.32,-0.45,0.60,0.72,2.42,0.70,0.52,0.14,0.47,-0.49,0.66,0.66,-100.00,-3.27,0.20,-1.00,-1.00,-1.00,-4.86,-4.46,100.00,1.00,5.76,1.00,0.87,0.89,4.57,4.87,4.10,0.19,0.24,0.18,0.20,0.14,0.28,0.11
1.35,0.68,0.82,0.56,0.33,-0.56,0.44,0.63,2018-10-11,1.54,0.77,0.80,0.64,0.35,-0.62,0.53,0.59,1.54,0.89,0.45,0.79,0.65,-0.72,0.59,0.59,-100.00,-5.00,0.17,-0.98,-0.99,-1.00,-4.99,-5.00,100.00,1.00,6.00,1.00,0.88,0.99,4.98,5.00,0.95,0.26,0.32,0.25,0.27,0.20,0.24,0.16
2.01,0.66,0.81,0.53,0.33,-0.52,0.45,0.63,2018-10-18,1.54,0.73,0.80,0.59,0.34,-0.57,0.53,0.59,1.54,0.83,0.48,0.72,0.61,-0.62,0.59,0.59,-100.00,-5.00,0.15,-0.98,-0.97,-1.00,-4.87,-5.00,100.00,1.00,6.00,1.00,0.90,0.99,4.90,5.00,3.89,0.23,0.30,0.22,0.25,0.18,0.23,0.14
1.33,0.74,0.80,0.63,0.34,-0.64,0.51,0.60,2018-10-25,1.46,0.80,0.80,0.68,0.33,-0.67,0.53,0.59,1.46,0.86,0.89,1.00,0.26,-0.67,0.59,0.59,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-5.00,-5.00,99.50,1.00,6.00,1.00,1.00,1.00,5.00,5.00,0.86,0.25,0.34,0.24,0.26,0.20,0.21,0.16
1.68,0.60,0.84,0.45,0.28,-0.46,0.47,0.62,2019-03-15,1.46,0.61,0.86,0.44,0.25,-0.47,0.53,0.59,1.46,0.61,1.02,0.40,0.14,-0.50,0.60,0.59,-100.00,-4.24,0.02,-0.98,-0.92,-1.00,-4.93,-5.00,100.00,1.00,5.95,1.00,0.96,0.80,4.42,4.87,5.39,0.18,0.26,0.17,0.19,0.15,0.19,0.10
1.47,0.64,0.86,0.49,0.30,-0.50,0.49,0.57,2019-03-22,1.46,0.67,0.89,0.50,0.26,-0.52,0.53,0.59,1.46,0.61,1.11,0.44,0.14,-0.50,0.59,0.59,-100.00,-4.02,0.02,-1.00,-1.00,-1.00,-4.89,-4.76,100.00,1.00,5.47,1.00,0.97,0.99,4.93,4.98,2.35,0.20,0.30,0.19,0.22,0.16,0.16,0.10
1.44,0.69,0.81,0.56,0.33,-0.56,0.51,0.59,2019-03-29,1.47,0.73,0.83,0.57,0.30,-0.58,0.53,0.60,1.47,0.86,0.95,0.50,0.20,-0.57,0.60,0.60,-100.00,-4.01,0.02,-0.67,-0.99,-0.94,-4.75,-4.85,100.00,1.00,5.69,1.00,0.96,0.79,4.72,4.99,1.44,0.20,0.30,0.20,0.23,0.16,0.17,0.11
2.10,0.68,0.77,0.55,0.35,-0.53,0.51,0.62,2019-04-05,2.49,0.73,0.77,0.57,0.34,-0.55,0.60,0.60,2.49,0.80,0.86,0.66,0.27,-0.55,0.60,0.60,-100.00,-4.88,0.03,-0.71,-0.68,-1.00,-4.83,-3.73,100.00,1.00,5.50,1.00,0.95,0.84,4.97,4.97,4.96,0.20,0.30,0.20,0.23,0.16,0.20,0.12
1.84,0.73,0.76,0.60,0.36,-0.59,0.52,0.63,2019-04-12,1.54,0.80,0.73,0.64,0.36,-0.63,0.59,0.59,1.54,0.86,0.52,0.75,0.29,-0.68,0.65,0.65,-100.00,-4.19,0.04,-0.69,-1.00,-1.00,-4.87,-4.43,100.00,1.00,5.95,1.00,0.96,0.79,4.36,5.00,1.99,0.20,0.30,0.21,0.24,0.16,0.21,0.13
1.74,0.74,0.70,0.62,0.40,-0.59,0.53,0.63,2019-04-19,1.58,0.80,0.67,0.68,0.42,-0.63,0.59,0.59,1.58,0.86,0.73,0.75,0.39,-0.66,0.59,0.59,-100.00,-3.43,0.05,-0.63,-0.93,-0.90,-4.81,-4.25,100.00,0.98,5.97,0.95,0.93,0.75,4.72,5.00,1.24,0.21,0.28,0.21,0.23,0.17,0.20,0.11
2.37,0.79,0.51,0.67,0.54,-0.60,0.63,0.69,2019-05-24,2.54,0.83,0.48,0.72,0.58,-0.64,0.66,0.67,2.54,0.86,0.45,0.75,0.60,-0.65,0.66,0.67,-99.95,-3.96,0.14,-0.67,-0.99,-1.00,-4.64,-0.97,100.00,1.00,4.33,1.00,0.98,0.74,4.27,4.90,1.64,0.16,0.20,0.18,0.17,0.14,0.17,0.07
2.42,0.83,0.51,0.74,0.57,-0.67,0.60,0.66,2019-05-31,2.60,0.89,0.45,0.82,0.64,-0.71,0.65,0.64,2.60,0.92,0.42,0.86,0.68,-0.72,0.60,0.61,-100.00,-4.10,0.14,-0.67,-0.99,-1.00,-4.54,-0.99,100.00,1.00,5.38,1.00,1.00,0.76,4.73,4.86,1.36,0.18,0.24,0.20,0.22,0.17,0.17,0.09
1.99,0.82,0.51,0.71,0.55,-0.65,0.62,0.66,2019-06-14,2.34,0.86,0.45,0.77,0.61,-0.68,0.65,0.64,2.34,0.89,0.45,0.82,0.64,-0.71,0.65,0.64,-100.00,-5.00,0.15,-0.98,-0.97,-0.95,-3.98,-3.00,100.00,1.00,6.00,0.99,0.87,0.99,4.33,4.88,1.08,0.16,0.19,0.17,0.18,0.15,0.14,0.07
2.36,0.78,0.55,0.66,0.52,-0.60,0.60,0.65,2019-06-21,2.55,0.83,0.48,0.69,0.57,-0.62,0.66,0.66,2.55,0.83,0.45,0.70,0.63,-0.62,0.66,0.66,-100.00,-5.00,0.18,-0.98,-0.98,-1.00,-4.83,-5.00,100.00,1.00,6.00,1.00,1.00,0.99,4.90,5.00,1.40,0.16,0.19,0.17,0.16,0.14,0.15,0.08
1.78,0.77,0.60,0.65,0.50,-0.63,0.56,0.60,2019-06-28,1.50,0.82,0.55,0.71,0.55,-0.66,0.60,0.61,2.40,0.91,0.45,0.83,0.67,-0.72,0.60,0.61,-100.00,-2.94,0.19,-0.60,-0.89,-1.00,-4.87,-0.70,100.00,0.98,4.85,0.97,0.85,0.74,3.43,4.82,1.09,0.18,0.21,0.21,0.18,0.15,0.13,0.07
1.79,0.69,0.73,0.56,0.40,-0.56,0.51,0.58,2019-07-19,1.55,0.77,0.68,0.64,0.43,-0.59,0.60,0.60,2.50,0.88,0.46,0.79,0.63,-0.68,0.60,0.60,-100.00,-1.69,0.21,-0.46,-0.73,-0.91,-4.80,-3.39,100.00,0.98,3.92,0.96,0.81,0.66,4.29,4.99,1.49,0.22,0.26,0.24,0.21,0.17,0.14,0.08
2.58,0.61,0.72,0.46,0.36,-0.43,0.50,0.66,2019-08-23,2.53,0.65,0.65,0.49,0.42,-0.43,0.60,0.65,2.53,0.68,0.51,0.50,0.50,-0.43,0.66,0.66,-100.00,-1.90,0.24,-0.49,-0.40,-0.87,-4.90,0.00,100.00,0.96,2.74,0.92,0.81,0.54,3.88,3.88,10.16,0.19,0.25,0.19,0.21,0.14,0.22,0.09
1.97,0.71,0.75,0.60,0.39,-0.57,0.48,0.60,2019-08-30,2.48,0.83,0.67,0.70,0.45,-0.63,0.53,0.60,2.48,0.89,0.45,0.81,0.68,-0.70,0.59,0.60,-100.00,-4.98,0.16,-0.73,-0.79,-1.00,-4.33,-3.21,100.00,1.00,4.50,1.00,0.86,0.80,4.34,4.98,1.73,0.24,0.32,0.25,0.27,0.19,0.19,0.11
2.63,0.61,0.69,0.46,0.37,-0.44,0.50,0.67,2019-09-06,2.49,0.65,0.63,0.49,0.40,-0.44,0.61,0.67,2.49,0.71,0.51,0.52,0.48,-0.46,0.67,0.67,-100.00,-1.16,0.12,-0.37,-0.46,-0.88,-3.03,-0.40,100.00,0.96,3.67,0.92,0.85,0.71,4.59,4.59,7.69,0.17,0.21,0.17,0.17,0.13,0.23,0.08
2.28,0.68,0.71,0.55,0.38,-0.52,0.50,0.66,2019-09-20,2.45,0.77,0.67,0.61,0.43,-0.55,0.60,0.66,2.45,0.80,0.48,0.63,0.53,-0.59,0.65,0.66,-100.00,-3.78,0.19,-0.66,-0.65,-1.00,-4.85,-4.94,100.00,1.00,4.84,1.00,0.99,0.73,4.61,4.96,4.22,0.22,0.26,0.22,0.24,0.17,0.23,0.11
1.74,0.71,0.76,0.60,0.38,-0.56,0.48,0.61,2019-10-11,1.59,0.80,0.70,0.68,0.43,-0.62,0.53,0.59,1.59,0.89,0.48,0.79,0.64,-0.69,0.59,0.59,-100.00,-4.47,0.00,-0.99,-1.00,-1.00,-4.96,-4.88,100.00,1.00,5.89,1.00,0.97,1.00,4.91,4.98,2.20,0.22,0.31,0.23,0.26,0.17,0.20,0.12
1.77,0.63,0.72,0.49,0.36,-0.47,0.49,0.65,2019-10-18,1.53,0.67,0.70,0.51,0.39,-0.48,0.59,0.66,1.53,0.73,0.67,0.54,0.39,-0.53,0.59,0.66,-100.00,-5.00,0.01,-0.96,-0.98,-1.00,-5.00,-5.00,100.00,1.00,6.00,1.00,0.98,0.98,5.00,5.00,3.82,0.19,0.23,0.19,0.20,0.16,0.23,0.11
1.84,0.65,0.68,0.50,0.37,-0.48,0.54,0.67,2019-10-25,1.53,0.68,0.67,0.52,0.39,-0.50,0.60,0.67,1.53,0.74,0.67,0.54,0.39,-0.55,0.66,0.64,-100.00,-2.15,0.14,-0.76,-0.96,-1.00,-4.85,-3.47,100.00,0.95,4.15,0.91,1.00,0.96,3.38,4.14,3.24,0.16,0.20,0.16,0.17,0.14,0.23,0.09
1.42,0.71,0.78,0.58,0.35,-0.61,0.54,0.60,2020-03-08,1.45,0.73,0.80,0.58,0.32,-0.63,0.59,0.59,1.45,0.70,0.83,0.54,0.21,-0.62,0.59,0.59,-100.00,-5.00,0.05,-1.00,-0.99,-1.00,-4.99,-4.79,100.00,1.00,6.00,1.00,1.00,0.99,4.91,5.00,2.01,0.18,0.29,0.19,0.22,0.16,0.16,0.11
1.52,0.63,0.80,0.48,0.31,-0.49,0.51,0.62,2020-03-15,1.45,0.64,0.80,0.48,0.29,-0.50,0.60,0.60,1.45,0.61,0.92,0.43,0.20,-0.51,0.65,0.65,-100.00,-3.11,0.08,-0.98,-0.82,-1.00,-4.61,-4.35,100.00,1.00,5.91,1.00,0.88,0.53,4.87,4.58,3.13,0.15,0.24,0.16,0.17,0.13,0.18,0.09
1.52,0.67,0.81,0.53,0.32,-0.55,0.51,0.61,2020-03-22,1.46,0.70,0.82,0.54,0.29,-0.57,0.53,0.60,1.46,0.66,0.91,0.49,0.19,-0.57,0.60,0.60,-100.00,-2.79,0.01,-0.58,-0.83,-1.00,-4.83,-4.85,100.00,1.00,3.75,1.00,1.00,0.74,4.93,4.97,2.05,0.17,0.29,0.18,0.22,0.14,0.18,0.11
1.46,0.68,0.83,0.54,0.32,-0.55,0.50,0.59,2020-04-05,1.45,0.73,0.83,0.56,0.30,-0.58,0.53,0.60,1.45,0.86,0.95,0.50,0.21,-0.57,0.47,0.60,-100.00,-3.05,0.03,-0.61,-0.99,-0.91,-4.55,-3.94,100.00,0.98,5.65,0.95,0.96,0.77,4.84,4.38,1.41,0.19,0.30,0.20,0.23,0.16,0.18,0.12
1.61,0.67,0.73,0.53,0.36,-0.52,0.54,0.64,2020-04-12,1.52,0.70,0.73,0.54,0.36,-0.54,0.59,0.66,1.52,0.70,0.80,0.52,0.32,-0.54,0.66,0.66,-99.91,-1.51,0.15,-0.43,-0.58,-0.89,-4.17,-5.00,100.00,0.97,5.25,0.94,0.98,0.56,4.52,4.72,1.14,0.17,0.24,0.18,0.19,0.15,0.19,0.10
1.68,0.73,0.73,0.61,0.38,-0.60,0.53,0.63,2020-04-19,1.55,0.80,0.70,0.65,0.39,-0.63,0.59,0.59,1.55,0.86,0.80,0.75,0.34,-0.62,0.53,0.53,-100.00,-3.72,0.19,-0.65,-0.98,-0.89,-4.88,-3.29,100.00,0.98,5.72,0.95,0.86,0.79,4.74,4.89,0.94,0.20,0.29,0.21,0.23,0.17,0.20,0.13
2.06,0.76,0.56,0.65,0.51,-0.59,0.60,0.66,2020-05-03,2.37,0.83,0.52,0.70,0.56,-0.63,0.65,0.65,2.37,0.86,0.48,0.75,0.59,-0.67,0.65,0.65,-100.00,-5.00,0.10,-0.98,-1.00,-1.00,-4.90,-4.76,100.00,1.00,5.94,1.00,0.93,0.99,4.93,4.93,2.74,0.19,0.23,0.20,0.20,0.16,0.18,0.09
2.03,0.80,0.54,0.69,0.53,-0.63,0.60,0.67,2020-05-17,2.38,0.86,0.48,0.76,0.59,-0.68,0.65,0.65,2.38,0.92,0.45,0.82,0.63,-0.71,0.65,0.65,-100.00,-5.00,0.16,-0.99,-0.99,-1.00,-4.55,-4.72,100.00,1.00,6.00,1.00,0.88,0.99,4.08,5.00,1.21,0.20,0.24,0.21,0.21,0.17,0.18,0.09
2.34,0.83,0.52,0.73,0.57,-0.65,0.60,0.63,2020-06-21,2.60,0.89,0.45,0.80,0.64,-0.69,0.60,0.65,2.60,0.92,0.42,0.85,0.68,-0.73,0.60,0.60,-100.00,-3.38,0.13,-0.63,-0.96,-1.00,-4.97,-4.17,99.89,1.00,4.56,1.00,0.93,0.75,4.73,4.93,1.37,0.17,0.21,0.19,0.19,0.15,0.13,0.07
2.07,0.77,0.60,0.67,0.51,-0.63,0.56,0.60,2020-07-12,2.49,0.86,0.51,0.76,0.57,-0.68,0.60,0.61,2.49,0.92,0.45,0.88,0.66,-0.71,0.60,0.61,-100.00,-4.93,0.12,-0.82,-0.99,-1.00,-4.60,-0.99,100.00,1.00,5.98,1.00,0.87,0.92,4.25,4.83,1.75,0.21,0.22,0.22,0.19,0.17,0.13,0.07
1.98,0.73,0.69,0.62,0.44,-0.61,0.52,0.59,2020-07-26,2.54,0.86,0.58,0.75,0.51,-0.67,0.60,0.60,2.54,0.92,0.42,0.86,0.67,-0.73,0.60,0.60,-100.00,-4.10,0.10,-0.71,-0.98,-1.00,-4.97,-5.00,100.00,1.00,6.00,1.00,0.97,0.88,4.97,5.00,1.81,0.25,0.29,0.27,0.24,0.19,0.15,0.09
1.92,0.72,0.73,0.61,0.42,-0.58,0.51,0.58,2020-08-02,2.56,0.85,0.61,0.74,0.50,-0.65,0.59,0.59,2.56,0.91,0.45,0.86,0.67,-0.71,0.59,0.59,-99.75,-2.67,0.17,-0.57,-0.64,-1.00,-4.83,-4.30,100.00,1.00,5.84,0.99,0.86,0.73,4.92,4.97,1.47,0.25,0.33,0.27,0.26,0.20,0.14,0.09
